Country or Area,Year,Value
Mongolia,1996,102.9
Mongolia,1995,103.1
Mongolia,1995,100
Mongolia,1994,103.6
Mongolia,1993,103.7
Mongolia,1992,103.5
Mongolia,1991,103.4
Mongolia,1990,101.7
Mongolia,1990,100.4
Mongolia,1989,100.3
Mongolia,1989,100
Mongolia,1988,99.7
Mongolia,1987,99.6
Mongolia,1986,99.6
Mongolia,1985,99.6
Mongolia,1985,99
Montenegro,2005,105.3
Montenegro,2004,103
Montenegro,2003,103.2
Montenegro,2003,102.9
Montenegro,2002,102.6
Montenegro,2001,101
Montenegro,2000,101
Montenegro,2000,96.6
Montenegro,1999,101
Montenegro,1998,101.1
Montenegro,1997,101.1
Montenegro,1996,101.1
Montenegro,1995,101.1
Montenegro,1995,99.3
Montenegro,1994,101.1
Montenegro,1993,101.1
Montenegro,1992,101.1
Montenegro,1991,101
Montenegro,1991,101
Montenegro,1990,101.4
Montenegro,1990,102.6
Montenegro,1989,101.3
Montenegro,1988,101.4
Montenegro,1987,101.4
Montenegro,1986,101.5
Montenegro,1985,101.6
Montenegro,1985,101.4
Montserrat,2001,85.7
Montserrat,2000,88.8
Montserrat,1999,88.1
Montserrat,1998,84.9
Montserrat,1997,101.9
Montserrat,1996,108.1
Montserrat,1995,100.2
Montserrat,1994,100.3
Montserrat,1991,101.1
Montserrat,1985,106.2
Morocco,2005,103.2
Morocco,2004,102.7
Morocco,2003,101
Morocco,2002,101
Morocco,2001,101
Morocco,2000,101
Morocco,2000,102.2
Morocco,1999,101
Morocco,1998,101
Morocco,1997,101
Morocco,1996,101
Morocco,1995,101.2
Morocco,1994,101
Morocco,1993,103.8
Morocco,1992,103.9
Morocco,1991,104
Morocco,1990,104.1
Morocco,1990,100.5
Morocco,1989,104.3
Morocco,1985,100.1
Mozambique,2005,106.7
Mozambique,2000,113.5
Mozambique,2000,108.1
Mozambique,1999,112.8
Mozambique,1998,112
Mozambique,1997,108.7
Mozambique,1997,111.2
Mozambique,1996,110.5
Mozambique,1995,109.7
Mozambique,1995,109.6
Mozambique,1994,106.3
Mozambique,1993,106.6
Mozambique,1992,106.8
Mozambique,1991,106.7
Mozambique,1990,106.1
Mozambique,1990,109.2
Mozambique,1989,105.5
Mozambique,1988,105
Mozambique,1987,104.5
Mozambique,1986,104.3
Mozambique,1985,104.4
Mozambique,1985,105.1
Myanmar,2005,101.9
Myanmar,2000,101.2
Myanmar,1997,101.4
Myanmar,1995,100.9
Myanmar,1994,101.2
Myanmar,1993,101.1
Myanmar,1992,101.8
Myanmar,1991,101.8
Myanmar,1990,100.8
Myanmar,1986,101.2
Myanmar,1985,101.7
Myanmar,1985,100.8
Namibia,2005,103
Namibia,2001,106.2
Namibia,2000,104.8
Namibia,2000,103.6
Namibia,1995,104
Namibia,1991,105.4
Namibia,1990,104.8
Namibia,1985,106.2
Nauru,1992,95.3
Nepal,2005,101.8
Nepal,2004,99.9
Nepal,2003,100
Nepal,2002,100.1
Nepal,2001,100.2
Nepal,2001,100.2
Nepal,2000,101.4
Nepal,1999,100.3
Nepal,1996,100.4
Nepal,1995,101
Nepal,1991,100.5
Nepal,1990,98.4
Nepal,1985,98.1
Netherlands,2005,102.2
Netherlands,2004,102.1
Netherlands,2003,102
Netherlands,2002,102
Netherlands,2002,102
Netherlands,2001,102.1
Netherlands,2000,102.1
Netherlands,2000,102.1
Netherlands,1999,102.2
Netherlands,1998,102.2
Netherlands,1997,102.3
Netherlands,1996,102.2
Netherlands,1995,102.2
Netherlands,1995,102.2
Netherlands,1994,102.2
Netherlands,1992,102.2
Netherlands,1991,102.3
Netherlands,1991,102.3
Netherlands,1990,102.3
Netherlands,1990,102.3
Netherlands,1989,102.4
Netherlands,1988,102.3
Netherlands,1987,102.3
Netherlands,1986,102.3
Netherlands,1985,102.2
Netherlands,1985,102.2
Netherlands Antilles,2005,114.5
Netherlands Antilles,2004,114.3
Netherlands Antilles,2003,113.8
Netherlands Antilles,2002,113.4
Netherlands Antilles,2001,112.9
Netherlands Antilles,2001,113
Netherlands Antilles,2000,112.2
Netherlands Antilles,2000,111.8
Netherlands Antilles,1999,111.2
Netherlands Antilles,1998,110.5
Netherlands Antilles,1997,110.2
Netherlands Antilles,1996,110
Netherlands Antilles,1995,109.9
Netherlands Antilles,1995,109.6
Netherlands Antilles,1992,108.9
Netherlands Antilles,1992,109.1
Netherlands Antilles,1991,109
Netherlands Antilles,1990,108.7
Netherlands Antilles,1990,108.7
Netherlands Antilles,1989,108.8
Netherlands Antilles,1988,105.9
Netherlands Antilles,1985,108
New Caledonia,2005,98.4
New Caledonia,2004,98.1
New Caledonia,2004,96.9
New Caledonia,2003,96.7
New Caledonia,2000,96.9
New Caledonia,1999,95.9
New Caledonia,1998,95.7
New Caledonia,1997,95.5
New Caledonia,1996,95.3
New Caledonia,1996,95.4
New Caledonia,1995,95.4
New Caledonia,1995,95.3
New Caledonia,1990,95.7
New Caledonia,1989,95.8
New Caledonia,1985,95.7
New Zealand,2005,103.2
New Zealand,2004,103.3
New Zealand,2003,103.4
New Zealand,2002,103.7
New Zealand,2001,105.1
New Zealand,2001,103.9
New Zealand,2000,103.7
New Zealand,2000,103.7
New Zealand,1999,103.5
New Zealand,1998,103.2
New Zealand,1997,102.9
New Zealand,1996,103.6
New Zealand,1996,102.9
New Zealand,1995,103.1
New Zealand,1995,102.9
New Zealand,1994,103.2
New Zealand,1993,103.3
New Zealand,1992,103.3
New Zealand,1991,102.9
New Zealand,1991,103.5
New Zealand,1990,103
New Zealand,1990,102.7
New Zealand,1989,102.9
New Zealand,1988,102.5
New Zealand,1987,102.2
New Zealand,1986,101.9
New Zealand,1986,101.9
New Zealand,1985,101.9
Nicaragua,2005,100.6
Nicaragua,2004,100.5
Nicaragua,2003,100.4
Nicaragua,2002,100.3
Nicaragua,2001,100.2
Nicaragua,2000,100.1
Nicaragua,2000,100.1
Nicaragua,1999,101
Nicaragua,1998,101.1
Nicaragua,1997,101.1
Nicaragua,1996,101.2
Nicaragua,1995,102.9
Nicaragua,1995,100.2
Nicaragua,1995,100.2
Nicaragua,1990,100.1
Nicaragua,1989,99.6
Nicaragua,1988,99.7
Nicaragua,1987,99.8
Nicaragua,1986,99.9
Nicaragua,1985,100
Nicaragua,1985,99.8
Niger,2005,97.3
Niger,2001,100.6
Niger,2000,100.6
Niger,2000,97.4
Niger,1999,100.6
Niger,1998,100.7
Niger,1997,100.7
Niger,1996,100.8
Niger,1995,98.6
Niger,1990,99.5
Niger,1988,101.9
Niger,1985,98.4
Nigeria,2005,100.3
Nigeria,2004,100.4
Nigeria,2003,99.5
Nigeria,2002,99.5
Nigeria,2001,99.5
Nigeria,2000,99.5
Nigeria,2000,100.7
Nigeria,1995,99.7
Nigeria,1995,101.1
Nigeria,1991,99.8
Nigeria,1990,101.5
Nigeria,1988,101.7
Nigeria,1987,104.1
Nigeria,1986,104.1
Nigeria,1985,104.1
Nigeria,1985,101.9
Niue,2001,99.3
Niue,1997,98.3
Niue,1991,97.4
Niue,1987,96.5
Niue,1986,99.1
Niue,1986,90.8
Niue,1985,90.7
Norfolk Island,2001,106.9
Norfolk Island,1996,109.9
Norfolk Island,1991,105.7
Norfolk Island,1986,102.3
Northern Ireland,1990,103.7
Northern Ireland,1989,103.7
Northern Ireland,1988,103.9
Northern Ireland,1986,103.9
Northern Ireland,1985,104.1
Northern Mariana Islands,2001,108.2
Northern Mariana Islands,2000,116.4
Northern Mariana Islands,2000,107.2
Northern Mariana Islands,1999,106.2
Northern Mariana Islands,1998,105
Northern Mariana Islands,1997,103.6
Northern Mariana Islands,1996,102.2
Northern Mariana Islands,1985,91.9
Norway,2005,101.5
Norway,2004,101.7
Norway,2003,101.8
Norway,2002,101.8
Norway,2001,101.8
Norway,2001,101.8
Norway,2000,101.9
Norway,2000,101.9
Norway,1999,102
Norway,1998,102.1
Norway,1997,102.2
Norway,1996,102.2
Norway,1995,102.2
Norway,1995,102.2
Norway,1994,102.2
Norway,1993,102.2
Norway,1992,102.2
Norway,1991,102.2
Norway,1990,102.3
Norway,1990,102.3
Norway,1990,102.3
Norway,1989,102.2
Norway,1988,102.2
Norway,1987,102.3
Norway,1986,102.3
Norway,1985,102.2
Norway,1985,102.2
Oman,2005,78.4
Oman,2004,77.5
Oman,2003,78.2
Oman,2001,70.8
Oman,2000,71.3
Oman,2000,72.6
Oman,1999,70.3
Oman,1998,71.5
Oman,1997,70.9
Oman,1995,69.6
Oman,1993,71.3
Oman,1990,79.6
Oman,1985,85.1
Pakistan,2005,94.4
Pakistan,2004,92.2
Pakistan,2003,92.2
Pakistan,2002,92.2
Pakistan,2001,92.2
Pakistan,2000,92.2
Pakistan,2000,94.3
Pakistan,1998,92.5
Pakistan,1998,92.6
Pakistan,1995,94.1
Pakistan,1990,93.9
Pakistan,1985,93.7
Palau,2002,88.6
Palau,2001,88.4
Palau,2000,88.3
Palau,1999,88.1
Palau,1998,87.9
Palau,1997,87.8
Palau,1996,87.6
Palau,1995,87
Palau,1995,87.4
Palau,1994,87.1
Palau,1993,86.8
Palau,1992,86.5
Palau,1991,86.1
Palau,1990,85.8
"Palestinian Territory, Occupied",2005,96.6
"Palestinian Territory, Occupied",2004,97.5
"Palestinian Territory, Occupied",2003,97.6
"Palestinian Territory, Occupied",2002,97.6
"Palestinian Territory, Occupied",2001,97.7
"Palestinian Territory, Occupied",2000,97.8
"Palestinian Territory, Occupied",2000,96.8
"Palestinian Territory, Occupied",1999,97.9
"Palestinian Territory, Occupied",1998,98
"Palestinian Territory, Occupied",1997,96.8
"Palestinian Territory, Occupied",1997,98.2
"Palestinian Territory, Occupied",1995,97
"Palestinian Territory, Occupied",1990,95.1
"Palestinian Territory, Occupied",1985,94.4
Panama,2005,98.2
Panama,2004,98.2
Panama,2000,98.2
Panama,2000,98.2
Panama,2000,98.1
Panama,1999,98.1
Panama,1998,98
Panama,1997,98
Panama,1996,97.9
Panama,1995,97.8
Panama,1995,97.9
Panama,1994,97.7
Panama,1993,97.6
Panama,1992,97.6
Panama,1991,97.5
Panama,1990,97.6
Panama,1990,97.4
Panama,1990,97.5
Panama,1985,97.1
Papua New Guinea,2005,96.9
Papua New Guinea,2002,93.3
Papua New Guinea,2000,92.8
Papua New Guinea,2000,96
Papua New Guinea,1997,89.8
Papua New Guinea,1995,94.8
Papua New Guinea,1990,93.1
Papua New Guinea,1985,90.9
Paraguay,2005,97.8
Paraguay,2004,97.7
Paraguay,2003,97.7
Paraguay,2002,98.3
Paraguay,2002,97.6
Paraguay,2001,97.6
Paraguay,2000,97.6
Paraguay,2000,97.6
Paraguay,1996,98.4
Paraguay,1995,98.5
Paraguay,1995,97.8
Paraguay,1994,98.5
Paraguay,1993,98.5
Paraguay,1992,100.4
Paraguay,1992,98.5
Paraguay,1991,98.5
Paraguay,1990,98.5
Paraguay,1990,97.9
Paraguay,1989,98.6
Paraguay,1988,98.7
Paraguay,1987,98.8
Paraguay,1986,98.9
Paraguay,1985,99
Paraguay,1985,97.9
Peru,2005,99.6
Peru,2004,98.9
Peru,2003,98.8
Peru,2002,98.8
Peru,2001,98.8
Peru,2000,98.8
Peru,2000,99.3
Peru,1999,98.8
Peru,1998,98.7
Peru,1997,98.7
Peru,1996,98.7
Peru,1995,98.7
Peru,1995,99
Peru,1994,98.7
Peru,1993,101.2
Peru,1993,98.7
Peru,1992,98.7
Peru,1991,98.7
Peru,1990,98.7
Peru,1990,98.8
Peru,1989,98.7
Peru,1988,98.6
Peru,1987,98.6
Peru,1986,98.6
Peru,1985,98.6
Peru,1985,98.7
Philippines,2005,98.6
Philippines,2003,98.6
Philippines,2002,98.6
Philippines,2001,98.6
Philippines,2000,98.6
Philippines,2000,98.5
Philippines,2000,98.6
Philippines,1999,98.5
Philippines,1998,98.5
Philippines,1997,98.5
Philippines,1996,98.4
Philippines,1995,98.4
Philippines,1995,99.1
Philippines,1995,98.6
Philippines,1992,98.4
Philippines,1990,98.9
Philippines,1990,99.1
Philippines,1990,98.5
Philippines,1989,99.1
Philippines,1988,99.1
Philippines,1987,99.2
Philippines,1986,99.2
Philippines,1985,99.2
Philippines,1985,98.5
Pitcairn Islands,1992,125
Pitcairn Islands,1991,135.7
Pitcairn Islands,1990,116.7
Pitcairn Islands,1989,126.1
Pitcairn Islands,1988,130.4
Pitcairn Islands,1987,100
Poland,2005,106.9
Poland,2004,106.6
Poland,2003,106.5
Poland,2002,106.5
Poland,2002,106.5
Poland,2001,106.4
Poland,2000,106.3
Poland,2000,106.2
Poland,1999,106.1
Poland,1998,105.9
Poland,1997,105.8
Poland,1996,105.6
Poland,1995,105.5
Poland,1995,105.5
Poland,1994,105.4
Poland,1993,105.4
Poland,1992,105.3
Poland,1991,105.3
Poland,1990,105.2
Poland,1990,105.2
Poland,1989,105.2
Poland,1988,105.1
Poland,1988,105
Poland,1987,105
Poland,1986,105
Poland,1985,105
Poland,1985,105
Portugal,2005,106.9
Portugal,2004,106.7
Portugal,2003,106.8
Portugal,2002,107
Portugal,2001,108.7
Portugal,2001,107.1
Portugal,2000,107.2
Portugal,2000,107.2
Portugal,1999,107.3
Portugal,1998,107.4
Portugal,1997,107.4
Portugal,1996,107.5
Portugal,1995,107.5
Portugal,1995,107.5
Portugal,1994,107.5
Portugal,1993,107.5
Portugal,1992,107.5
Portugal,1991,107.4
Portugal,1991,107.5
Portugal,1990,107.4
Portugal,1990,107.4
Portugal,1989,107.4
Portugal,1988,107.4
Portugal,1987,107.4
Portugal,1986,107.4
Portugal,1985,107.4
Portugal,1985,107.2
Puerto Rico,2005,108.5
Puerto Rico,2004,108.1
Puerto Rico,2003,107.9
Puerto Rico,2002,107.9
Puerto Rico,2001,107.8
Puerto Rico,2000,107.7
Puerto Rico,2000,107.7
Puerto Rico,2000,107.8
Puerto Rico,1999,107.6
Puerto Rico,1998,107.5
Puerto Rico,1997,107.3
Puerto Rico,1996,107.2
Puerto Rico,1995,107.1
Puerto Rico,1995,107.2
Puerto Rico,1994,107
Puerto Rico,1993,106.8
Puerto Rico,1992,106.7
Puerto Rico,1991,106.6
Puerto Rico,1990,106.5
Puerto Rico,1990,106.5
Puerto Rico,1990,106.5
Puerto Rico,1989,106.4
Puerto Rico,1988,106.3
Puerto Rico,1987,106.2
Puerto Rico,1986,106
Puerto Rico,1985,105.9
Puerto Rico,1985,104.7
Qatar,2005,48.9
Qatar,2004,49.9
Qatar,2004,49.9
Qatar,2003,49.9
Qatar,2002,49.9
Qatar,2001,49.9
Qatar,2000,49.9
Qatar,2000,54
Qatar,1999,49.9
Qatar,1998,49.9
Qatar,1997,52.4
Qatar,1997,49.9
Qatar,1996,49.9
Qatar,1995,49.9
Qatar,1995,51.8
Qatar,1994,49.9
Qatar,1993,49.9
Qatar,1992,49.9
Qatar,1991,49.9
Qatar,1990,49.9
Qatar,1990,49.3
Qatar,1989,49.9
Qatar,1988,49.9
Qatar,1987,49.9
Qatar,1986,48.9
Qatar,1986,49.9
Qatar,1985,48.5
Republic of Moldova,2005,109
Republic of Moldova,2004,107.5
Republic of Moldova,2004,108.7
Republic of Moldova,2003,108.7
Republic of Moldova,2002,108.8
Republic of Moldova,2001,108.8
Republic of Moldova,2000,108.9
Republic of Moldova,2000,108.9
Republic of Moldova,1999,108.9
Republic of Moldova,1998,108.9
Republic of Moldova,1997,108.9
Republic of Moldova,1996,109.3
Republic of Moldova,1995,109.4
Republic of Moldova,1995,108.7
Republic of Moldova,1994,109.4
Republic of Moldova,1993,109.5
Republic of Moldova,1991,109.6
Republic of Moldova,1990,109.8
Republic of Moldova,1990,109.2
Republic of Moldova,1989,110.1
Republic of Moldova,1989,110
Republic of Moldova,1988,110.3
Republic of Moldova,1987,110.3
Republic of Moldova,1985,110.3
Reunion,2005,104.6
Reunion,2004,103.6
Reunion,2003,103.5
Reunion,2002,100
Reunion,2001,103.4
Reunion,2000,103.4
Reunion,2000,104.3
Reunion,1999,103.5
Reunion,1999,103.4
Reunion,1995,104.2
Reunion,1990,103.2
Reunion,1990,104
Reunion,1985,104.4
Rodrigues Island,1994,100.8
Rodrigues Island,1993,100.7
Rodrigues Island,1992,100.6
Rodrigues Island,1990,100.2
Rodrigues Island,1990,100.2
Rodrigues Island,1989,94.6
Rodrigues Island,1988,95.5
Rodrigues Island,1987,95.7
Rodrigues Island,1986,96.9
Rodrigues Island,1985,97.4
Romania,2005,105.3
Romania,2004,105
Romania,2003,104.9
Romania,2002,105.1
Romania,2002,104.8
Romania,2001,104.7
Romania,2000,104.5
Romania,2000,104.7
Romania,1999,104.5
Romania,1998,104.3
Romania,1997,104.2
Romania,1996,104
Romania,1995,103.9
Romania,1995,103.9
Romania,1994,103.7
Romania,1993,103.6
Romania,1992,103.5
Romania,1992,103.5
Romania,1991,102.8
Romania,1990,102.7
Romania,1990,102.7
Romania,1989,102.7
Romania,1988,102.7
Romania,1987,102.7
Romania,1986,102.7
Romania,1985,102.6
Romania,1985,102.6
Russian Federation,2005,115.5
Russian Federation,2004,115.3
Russian Federation,2003,114.9
Russian Federation,2002,114.7
Russian Federation,2002,114.6
Russian Federation,2001,114.3
Russian Federation,2000,113.8
Russian Federation,1995,113
Russian Federation,1990,113.4
Russian Federation,1989,114
Russian Federation,1985,115.4
Rwanda,2005,107.6
Rwanda,2002,109.5
Rwanda,2000,108.6
Rwanda,1995,108.3
Rwanda,1990,106.3
Rwanda,1985,106.6
Sabah,1990,91.7
Sabah,1989,91.6
Sabah,1988,91.4
Sabah,1987,91.2
Sabah,1986,91
Sabah,1985,90.7
Sahrawi,2005,88.6
Sahrawi,2000,90.2
Sahrawi,1995,91.4
Sahrawi,1990,90
Sahrawi,1985,87.8
Saint Helena ex. dep.,1998,97.4
Saint Helena ex. dep.,1987,103.8
Saint Helena ex. dep.,1986,95.1
Saint Helena ex. dep.,1985,93.1
Saint Helena: Ascension,1998,55.5
Saint Helena: Ascension,1987,40.2
Saint Helena: Tristan da Cunha,1996,108.8
Saint Helena: Tristan da Cunha,1995,111.6
Saint Helena: Tristan da Cunha,1994,112.3
Saint Helena: Tristan da Cunha,1993,110.7
Saint Helena: Tristan da Cunha,1992,108.5
Saint Helena: Tristan da Cunha,1991,109.1
Saint Helena: Tristan da Cunha,1990,107.1
Saint Helena: Tristan da Cunha,1989,109.1
Saint Helena: Tristan da Cunha,1988,112.9
Saint Helena: Tristan da Cunha,1988,109.6
Saint Helena: Tristan da Cunha,1987,113.1
Saint Helena: Tristan da Cunha,1986,110.8
Saint Helena: Tristan da Cunha,1985,108.1
Saint Kitts and Nevis,2001,101.2
Saint Kitts and Nevis,2001,101.2
Saint Kitts and Nevis,2000,98.1
Saint Kitts and Nevis,1999,98.8
Saint Kitts and Nevis,1998,98.4
Saint Kitts and Nevis,1997,98.2
Saint Kitts and Nevis,1996,98.6
Saint Kitts and Nevis,1995,99
Saint Kitts and Nevis,1993,99.6
Saint Kitts and Nevis,1992,100.9
Saint Kitts and Nevis,1991,103.8
Saint Kitts and Nevis,1991,104.5
Saint Kitts and Nevis,1990,93.9
Saint Kitts and Nevis,1988,95.2
Saint Kitts and Nevis,1987,98.7
Saint Kitts and Nevis,1986,98.6
Saint Kitts and Nevis,1985,102.8
Saint Lucia,2005,103.5
Saint Lucia,2004,104.6
Saint Lucia,2003,104.4
Saint Lucia,2002,104.4
Saint Lucia,2001,104.8
Saint Lucia,2000,103.9
Saint Lucia,2000,103.3
Saint Lucia,1999,104.2
Saint Lucia,1998,104.5
Saint Lucia,1997,104.7
Saint Lucia,1996,104.9
Saint Lucia,1995,105.6
Saint Lucia,1995,103.5
Saint Lucia,1994,105.8
Saint Lucia,1991,106.2
Saint Lucia,1990,103.4
Saint Lucia,1985,104
Samoa,2005,92.2
Samoa,2001,92
Samoa,2000,92.2
Samoa,1995,92
Samoa,1991,90.7
Samoa,1990,90.4
Samoa,1985,92.6
San Marino,2004,104
San Marino,2003,104.1
San Marino,2002,104.3
San Marino,2001,104
San Marino,2000,104.3
San Marino,2000,104.3
San Marino,1997,102.4
San Marino,1995,101.9
San Marino,1994,101
San Marino,1993,101
San Marino,1992,100.7
San Marino,1989,103.4
San Marino,1988,103.1
San Marino,1987,102
San Marino,1986,101.2
San Marino,1985,100.9
Sao Tome and Principe,2005,101.8
Sao Tome and Principe,2004,102.4
Sao Tome and Principe,2003,102.2
Sao Tome and Principe,2002,101.9
Sao Tome and Principe,2001,101.7
Sao Tome and Principe,2000,101.7
Sao Tome and Principe,2000,101.7
Sao Tome and Principe,1999,101.8
Sao Tome and Principe,1998,101.9
Sao Tome and Principe,1997,102
Sao Tome and Principe,1996,102.1
Sao Tome and Principe,1995,102.1
Sao Tome and Principe,1995,101.6
Sao Tome and Principe,1994,102.2
Sao Tome and Principe,1993,102.3
Sao Tome and Principe,1992,102.4
Sao Tome and Principe,1991,102.5
Sao Tome and Principe,1990,102.3
Sao Tome and Principe,1990,101.7
Sao Tome and Principe,1989,102.2
Sao Tome and Principe,1988,102.1
Sao Tome and Principe,1987,101.9
Sao Tome and Principe,1986,101.8
Sao Tome and Principe,1985,101.7
Sao Tome and Principe,1985,101.7
Sarawak,1990,97.7
Sarawak,1989,97.9
Sarawak,1988,97.9
Sarawak,1987,98
Sarawak,1986,98.1
Sarawak,1985,98.2
Saudi Arabia,2005,81
Saudi Arabia,2004,80.6
Saudi Arabia,2004,80.6
Saudi Arabia,2003,80.4
Saudi Arabia,2002,80.3
Saudi Arabia,2001,80.1
Saudi Arabia,2000,80
Saudi Arabia,2000,80.6
Saudi Arabia,1999,79.8
Saudi Arabia,1998,79.7
Saudi Arabia,1997,79.5
Saudi Arabia,1996,79.4
Saudi Arabia,1995,79.2
Saudi Arabia,1995,79.1
Saudi Arabia,1994,79.1
Saudi Arabia,1993,78.9
Saudi Arabia,1992,78.8
Saudi Arabia,1992,79
Saudi Arabia,1991,79.7
Saudi Arabia,1990,80.5
Saudi Arabia,1990,80.1
Saudi Arabia,1989,81.2
Saudi Arabia,1988,81.9
Saudi Arabia,1987,82.6
Saudi Arabia,1986,83.2
Saudi Arabia,1985,83.8
Saudi Arabia,1985,80.8
Scotland,1990,106.9
Scotland,1989,106.9
Scotland,1988,106.9
Scotland,1986,106.9
Scotland,1985,107.1
Senegal,2005,100.7
Senegal,2004,108.4
Senegal,2003,103.3
Senegal,2002,103.7
Senegal,2002,103.7
Senegal,2001,103.9
Senegal,2000,104.1
Senegal,2000,100
Senegal,1999,108.2
Senegal,1998,108.2
Senegal,1997,107.7
Senegal,1996,107.6
Senegal,1995,107.5
Senegal,1995,99.2
Senegal,1994,107.5
Senegal,1993,107.5
Senegal,1992,107.4
Senegal,1991,107.3
Senegal,1990,107
Senegal,1990,98.2
Senegal,1989,106.8
Senegal,1988,105.7
Senegal,1988,105.7
Senegal,1987,104
Senegal,1986,101.6
Senegal,1985,101.6
Senegal,1985,97.6
Serbia,2005,102.2
Serbia,2004,105.6
Serbia,2003,105.6
Serbia,2002,105.7
Serbia,2002,105.6
Serbia,2001,105.7
Serbia,2000,105.6
Serbia,2000,101.8
Serbia,1999,105.5
Serbia,1998,105.3
Serbia,1997,104.9
Serbia,1996,104.7
Serbia,1995,104.7
Serbia,1995,101.5
Serbia,1994,104.7
Serbia,1993,104.6
Serbia,1992,104.6
Serbia,1991,104.3
Serbia,1991,104.4
Serbia,1990,103.1
Serbia,1990,101.3
Serbia,1989,103.1
Serbia,1988,103
Serbia,1987,103
Serbia,1986,103
Serbia,1985,102.9
Serbia,1985,101.6
Serbia and Montenegro,2004,105.5
Serbia and Montenegro,2003,105.5
Serbia and Montenegro,2002,105.5
Serbia and Montenegro,2002,105.5
Serbia and Montenegro,2001,101.7
Serbia and Montenegro,1999,101.7
Serbia and Montenegro,1998,101.7
Serbia and Montenegro,1997,101.7
Serbia and Montenegro,1996,101.7
Serbia and Montenegro,1995,101.7
Serbia and Montenegro,1994,101.7
Serbia and Montenegro,1993,101.7
Serbia and Montenegro,1992,101.6
Serbia and Montenegro,1991,101.5
Serbia and Montenegro,1991,101.6
Serbia and Montenegro,1990,101.2
Serbia and Montenegro,1989,101.2
Seychelles,2004,102.9
Seychelles,2003,102.6
Seychelles,2002,100.6
Seychelles,2002,99.4
Seychelles,2001,103.1
Seychelles,1997,101.9
Seychelles,1996,101.5
Seychelles,1995,102.7
Seychelles,1994,100.2
Seychelles,1994,99.7
Seychelles,1993,101.3
Seychelles,1987,101
Seychelles,1986,101.2
Seychelles,1985,100.5
Sierra Leone,2005,103.1
Sierra Leone,2004,105.7
Sierra Leone,2000,103.1
Sierra Leone,1995,103.1
Sierra Leone,1990,103.3
Sierra Leone,1985,101.4
Sierra Leone,1985,103.5
Singapore,2005,98.7
Singapore,2004,101.2
Singapore,2002,100.8
Singapore,2001,100.5
Singapore,2000,94.9
Singapore,2000,100.2
Singapore,2000,98.6
Singapore,1999,100
Singapore,1998,99.8
Singapore,1997,99.5
Singapore,1996,99.2
Singapore,1995,99
Singapore,1995,98.6
Singapore,1990,97.4
Singapore,1990,98.7
Singapore,1985,96.3
Slovakia,2005,106.1
Slovakia,2004,106
Slovakia,2003,106
Slovakia,2002,106
Slovakia,2001,105.9
Slovakia,2000,105.8
Slovakia,1995,105.3
Slovakia,1994,105.3
Slovakia,1993,105.2
Slovakia,1992,105.1
Slovakia,1991,104.9
Slovakia,1991,104.9
Slovakia,1990,104.5
Slovakia,1990,104.5
Slovakia,1989,104.3
Slovakia,1988,104.2
Slovakia,1985,103.6
Slovenia,2005,105
Slovenia,2004,104.4
Slovenia,2003,104.3
Slovenia,2002,104.9
Slovenia,2002,104.5
Slovenia,2001,104.6
Slovenia,2000,104.6
Slovenia,2000,105.1
Slovenia,1999,105
Slovenia,1998,105.1
Slovenia,1997,105
Slovenia,1996,105.5
Slovenia,1995,105.8
Slovenia,1995,105.3
Slovenia,1994,106.3
Slovenia,1993,106.2
Slovenia,1992,106.1
Slovenia,1991,106.4
Slovenia,1991,106.1
Slovenia,1990,106.2
Slovenia,1990,106
Slovenia,1989,106.2
Slovenia,1988,106.1
Slovenia,1987,106.1
Slovenia,1986,106.1
Slovenia,1985,105.9
Slovenia,1985,106.7
Solomon Islands,2005,93.2
Solomon Islands,2000,93.2
Solomon Islands,1999,93.5
Solomon Islands,1995,93.1
Solomon Islands,1990,92.9
Solomon Islands,1986,92.7
Solomon Islands,1985,92.6
Somalia,2005,101.6
Somalia,2002,94.3
Somalia,2000,102
Somalia,1995,102.4
Somalia,1990,102.2
Somalia,1987,90.1
Somalia,1985,102.3
South Africa,2005,103.6
South Africa,2004,102.7
South Africa,2003,109.6
South Africa,2002,107.8
South Africa,2001,109.1
South Africa,2001,107.8
South Africa,2000,107.9
South Africa,2000,103.5
South Africa,1999,106.8
South Africa,1998,107.2
South Africa,1997,107.6
South Africa,1996,107.9
South Africa,1996,108
South Africa,1995,103.1
South Africa,1991,100.2
South Africa,1990,102.1
South Africa,1985,102.6
South Africa,1985,101.1
Spain,2005,103
Spain,2004,103.4
Spain,2003,103.6
Spain,2002,103.9
Spain,2001,104.1
Spain,2001,104
Spain,2000,104.2
Spain,2000,104.1
Spain,1999,104.3
Spain,1998,104.2
Spain,1997,104.2
Spain,1996,104.2
Spain,1995,104.2
Spain,1995,104.2
Spain,1994,104.2
Spain,1993,104.2
Spain,1992,104.2
Spain,1991,103.9
Spain,1991,104.2
Spain,1990,104.1
Spain,1990,104.1
Spain,1989,104
Spain,1988,104
Spain,1987,103.9
Spain,1986,103.8
Spain,1985,103.8
Spain,1985,103.8
Sri Lanka,2005,102.3
Sri Lanka,2002,102.1
Sri Lanka,2001,102.1
Sri Lanka,2001,102.1
Sri Lanka,2000,100.5
Sri Lanka,1999,96.2
Sri Lanka,1998,96.2
Sri Lanka,1997,96.2
Sri Lanka,1996,96.2
