Democratic Republic of the Congo,1992,x,x,x,x,x,x,x,x,x,x,41.5,x,x,x
Democratic Republic of the Congo,1993,x,x,x,x,x,x,x,x,x,x,41.5,x,x,x
Democratic Republic of the Congo,1994,x,x,x,x,x,x,x,x,x,x,41.4,x,x,x
Democratic Republic of the Congo,1995,x,x,x,x,x,x,x,x,x,x,41.9,102.7,x,x
Democratic Republic of the Congo,1996,x,x,x,x,x,x,x,x,x,x,41.9,x,x,x
Democratic Republic of the Congo,1997,x,x,x,x,x,x,x,x,x,x,41.5,x,x,x
Democratic Republic of the Congo,1998,x,x,x,x,x,x,x,x,x,x,41.5,x,x,x
Democratic Republic of the Congo,1999,x,x,x,x,x,x,x,x,x,x,41.5,x,x,x
Democratic Republic of the Congo,2000,x,x,x,x,x,x,x,x,x,x,41.4,102.5,x,x
Democratic Republic of the Congo,2001,x,x,54.1,80.9,4.4,31.4,x,x,x,x,41.5,x,x,x
Democratic Republic of the Congo,2002,x,x,x,x,x,x,x,x,x,x,41.4,x,x,x
Democratic Republic of the Congo,2003,x,x,x,x,x,x,x,x,x,x,41.3,x,x,x
Democratic Republic of the Congo,2004,x,x,x,x,x,x,x,x,x,x,41.4,x,x,x
Democratic Republic of the Congo,2005,x,x,x,x,x,x,x,x,x,x,41.4,102.1,x,x
Democratic Republic of the Congo,2006,15,18,x,x,x,x,x,x,x,x,41.4,x,x,x
Democratic Republic of the Congo,2007,x,x,x,x,5.8,20.6,24.6,6.2,20.8,25.2,x,x,x,x
Democratic Republic of the Congo,2010,x,x,x,x,5.5,17.7,x,x,x,x,x,x,x,x
Denmark,1970,x,x,x,x,54,67,4.6,0.4,22,25.1,x,x,x,x
Denmark,1975,x,x,x,x,59.9,63,x,x,x,x,x,x,x,x
Denmark,1985,18,18,x,x,x,x,0.7,0.1,27.5,30.2,45.7,103,1866,x
Denmark,1986,18,18,x,x,x,x,x,x,x,x,45.9,102.9,1800,x
Denmark,1987,18,18,x,x,x,x,x,x,x,x,46.2,102.9,1727,x
Denmark,1988,18,18,x,x,72,78,x,x,x,x,45.7,102.9,1605,x
Denmark,1989,18,18,x,x,x,x,x,x,x,x,45.7,102.9,1656,x
Denmark,1990,18,18,x,x,x,x,x,x,x,x,46.1,102.9,1647,x
Denmark,1991,18,18,x,x,x,x,x,x,x,x,46.5,102.9,1617,x
Denmark,1992,18,18,x,x,x,x,x,x,x,x,46.7,102.8,1706,x
Denmark,1993,18,18,x,x,x,x,x,x,x,x,46.8,102.8,1549,x
Denmark,1994,18,18,x,x,x,x,x,x,x,x,45.8,102.7,1521,x
Denmark,1995,18,18,x,x,x,x,5.4,1.2,25,27.7,45.3,102.6,1388,x
Denmark,1996,18,18,x,x,x,x,x,x,x,x,45.4,102.5,1253,x
Denmark,1997,x,x,x,x,x,x,x,x,x,x,45.5,102.5,x,x
Denmark,1998,18,18,x,x,x,x,x,x,x,x,46.3,102.4,1161,x
Denmark,1999,18,18,x,x,x,x,x,x,x,x,46.2,102.4,1122,x
Denmark,2000,x,x,x,x,x,x,x,x,x,x,46.6,102.3,x,x
Denmark,2001,18,18,x,x,x,x,x,x,x,x,46.7,102.3,1424,x
Denmark,2002,18,18,x,x,x,x,x,x,x,x,46.5,102.2,908,x
Denmark,2003,18,18,x,x,x,x,x,x,x,x,46.4,102.2,854,x
Denmark,2004,18,18,x,x,x,x,x,x,x,x,46.7,102.1,827,x
Denmark,2005,18,18,x,x,x,x,0.2,0,30.8,32.8,46.9,102.1,845,x
Denmark,2006,18,18,x,x,x,x,x,x,x,x,46.9,x,x,x
Denmark,2011,x,x,x,x,x,x,0.1,0,31,32.8,x,x,x,x
Djibouti,1985,x,x,x,x,x,x,x,x,x,x,41,100.8,x,x
Djibouti,1986,x,x,x,x,x,x,x,x,x,x,40.5,x,x,x
Djibouti,1987,x,x,x,x,x,x,x,x,x,x,40.9,x,x,x
Djibouti,1988,x,x,x,x,x,x,x,x,x,x,40.8,x,x,x
Djibouti,1989,x,x,x,x,x,x,x,x,x,x,40.7,x,x,x
Djibouti,1990,x,x,x,x,x,x,x,x,x,x,40.8,100.6,x,x
Djibouti,1991,x,x,x,x,x,x,7.5,1.5,26.8,29.3,40.9,x,x,x
Djibouti,1992,x,x,x,x,x,x,x,x,x,x,40.8,x,x,x
Djibouti,1993,x,x,x,x,x,x,x,x,x,x,40.7,x,x,x
Djibouti,1994,x,x,x,x,x,x,x,x,x,x,40.9,x,x,x
Djibouti,1995,x,x,x,x,x,x,x,x,x,x,40.7,100.4,x,x
Djibouti,1996,x,x,x,x,x,x,x,x,x,x,40.2,x,x,x
Djibouti,1997,x,x,x,x,x,x,x,x,x,x,40.2,x,x,x
Djibouti,1998,x,x,x,x,x,x,x,x,x,x,39.9,x,x,x
Djibouti,1999,x,x,x,x,x,x,x,x,x,x,39.8,x,x,x
Djibouti,2000,x,x,x,x,x,x,x,x,x,x,39.8,100.3,x,x
Djibouti,2001,x,x,x,x,x,x,x,x,x,x,39.6,x,x,x
Djibouti,2002,x,x,x,x,5.8,9,5.3,0,27.7,30.8,39.7,x,x,x
Djibouti,2003,x,x,x,x,x,x,x,x,x,x,39.4,x,x,x
Djibouti,2004,x,x,x,x,x,x,x,x,x,x,39.4,x,x,x
Djibouti,2005,x,x,x,x,x,x,x,x,x,x,39.3,100.2,x,x
Djibouti,2006,x,x,x,x,17.1,17.8,x,x,x,x,39.4,x,x,x
Dominica,1970,x,x,x,x,x,x,1,0.3,29.6,32.5,x,x,x,x
Dominica,1981,x,x,x,x,x,x,0.4,0.2,30.8,33.3,x,x,x,x
Dominica,1982,x,x,x,x,57.5,62.3,x,x,x,x,x,x,x,x
Dominica,1985,16,16,x,x,x,x,x,x,x,x,x,x,405,x
Dominica,1986,16,16,x,x,x,x,x,x,x,x,x,x,471,x
Dominica,1987,16,16,x,x,47.9,49.8,x,x,x,x,x,x,418,x
Dominica,1988,16,16,x,x,x,x,x,x,x,x,x,x,436,x
Dominica,1989,16,16,x,x,x,x,x,x,x,x,x,x,426,x
Dominica,1990,x,x,x,x,x,x,x,x,x,x,x,100.8,x,x
Dominica,1991,x,x,x,x,x,x,0.3,0.1,31.6,35.4,x,100.8,x,x
Dominica,1992,x,x,x,x,x,x,x,x,x,x,x,99.1,x,x
Dominica,1993,x,x,x,x,x,x,x,x,x,x,x,97.5,x,x
Dominica,1994,x,x,x,x,x,x,x,x,x,x,x,95.6,x,x
Dominica,1995,x,x,x,x,x,x,x,x,x,x,x,94.1,x,x
Dominica,1996,x,x,x,x,x,x,x,x,x,x,x,94.7,x,x
Dominica,1997,x,x,x,x,x,x,x,x,x,x,x,95.6,x,x
Dominica,1998,x,x,x,x,x,x,x,x,x,x,x,96.4,x,x
Dominica,1999,x,x,x,x,x,x,x,x,x,x,x,96.4,x,x
Dominica,2000,x,x,x,x,x,x,x,x,x,x,x,100.2,x,x
Dominica,2001,x,x,x,x,x,x,0.2,0.2,32.5,36.5,x,101.2,x,x
Dominica,2002,x,x,x,x,x,x,x,x,x,x,x,98.4,x,x
Dominica,2003,16,16,x,x,x,x,x,x,x,x,x,x,x,x
Dominica,2005,16,16,x,x,x,x,x,x,x,x,x,x,142,x
Dominican Republic,1970,x,x,x,x,x,x,22.4,6,19.6,26.1,x,x,x,x
Dominican Republic,1975,x,x,x,x,26,31.8,x,x,x,x,x,x,x,x
Dominican Republic,1980,x,x,x,x,35,42,x,x,x,x,x,x,x,x
Dominican Republic,1981,x,x,x,x,x,x,20.7,4,21.8,26.3,x,x,x,x
Dominican Republic,1983,x,x,x,x,41.8,45.8,x,x,x,x,x,x,x,x
Dominican Republic,1985,x,x,x,x,x,x,x,x,x,x,27.3,97.7,x,x
Dominican Republic,1986,x,x,x,x,46.7,50,x,x,x,x,27.8,x,x,x
Dominican Republic,1987,x,x,x,x,x,x,x,x,x,x,28.2,x,x,x
Dominican Republic,1988,x,x,x,x,x,x,x,x,x,x,28.7,x,x,x
Dominican Republic,1989,x,x,x,x,x,x,x,x,x,x,29.2,x,x,x
Dominican Republic,1990,x,x,x,x,x,x,x,x,x,x,29.6,98,x,x
Dominican Republic,1991,x,x,x,x,51.7,56.4,x,x,x,x,30.1,x,x,x
Dominican Republic,1992,x,x,x,x,x,x,x,x,x,x,30.5,x,x,x
Dominican Republic,1993,x,x,x,x,x,x,21.9,4.3,22.5,26,31,105.4,x,x
Dominican Republic,1994,x,x,x,x,x,x,x,x,x,x,31.2,x,x,x
Dominican Republic,1995,x,x,x,x,x,x,x,x,x,x,31.5,98.4,x,x
Dominican Republic,1996,x,x,x,x,59.2,63.7,x,x,x,x,31.9,x,x,x
Dominican Republic,1997,x,x,x,x,x,x,x,x,x,x,32.4,x,x,x
Dominican Republic,1998,x,x,x,x,x,x,x,x,x,x,33,x,x,x
Dominican Republic,1999,x,x,x,x,64.2,69.2,x,x,x,x,33.5,x,x,x
Dominican Republic,2000,x,x,x,x,62.5,64.7,x,x,x,x,33.9,98.8,x,x
Dominican Republic,2001,x,x,x,x,x,x,x,x,x,x,34.1,x,x,x
Dominican Republic,2002,x,x,87.2,86.8,65.4,69.8,22.1,4.1,21.9,26.1,34.4,100.8,x,x
Dominican Republic,2003,18,18,x,x,x,x,x,x,x,x,34.4,x,x,x
Dominican Republic,2004,x,x,x,x,x,x,x,x,x,x,35.5,x,x,x
Dominican Republic,2005,x,x,x,x,x,x,x,x,x,x,36.1,99.3,x,x
Dominican Republic,2006,x,x,x,x,60,61.3,x,x,x,x,36.6,x,x,x
Dominican Republic,2007,x,x,x,x,69.5,72.9,26.7,4.6,21,25.4,x,x,x,x
Ecuador,1974,x,x,x,x,x,x,19.5,3.9,21.2,25,x,x,x,x
Ecuador,1980,x,x,x,x,25.8,33.6,x,x,x,x,x,x,x,x
Ecuador,1982,x,x,x,x,32.9,39.9,19,4.2,21.4,24.8,x,x,x,x
Ecuador,1985,x,x,x,x,x,x,x,x,x,x,24.2,98.8,x,x
Ecuador,1986,x,x,x,x,x,x,x,x,x,x,24.9,x,x,x
Ecuador,1987,x,x,x,x,35.8,44.3,x,x,x,x,25.6,x,x,x
Ecuador,1988,x,x,x,x,x,x,x,x,x,x,26.3,x,x,x
Ecuador,1989,x,x,x,x,41.6,52.9,x,x,x,x,27,x,x,x
Ecuador,1990,x,x,86.2,90.5,x,x,18,4.5,22,25.2,27.8,98.9,x,x
Ecuador,1991,x,x,x,x,x,x,x,x,x,x,29.4,x,x,x
Ecuador,1992,x,x,x,x,x,x,x,x,x,x,31.1,99,x,x
Ecuador,1993,x,x,x,x,x,x,x,x,x,x,32.8,x,x,x
Ecuador,1994,x,x,x,x,45.9,56.8,x,x,x,x,34.4,99,x,x
Ecuador,1995,x,x,x,x,x,x,x,x,x,x,36,99,x,x
Ecuador,1996,x,x,x,x,x,x,x,x,x,x,37.6,99,x,x
Ecuador,1997,x,x,x,x,x,x,x,x,x,x,37.6,99,x,x
Ecuador,1998,x,x,x,x,x,x,x,x,x,x,38.8,99.1,x,x
Ecuador,1999,x,x,x,x,51.4,65.8,x,x,x,x,39.6,99.1,x,x
Ecuador,2000,x,x,x,x,x,x,x,x,x,x,40.5,99.2,x,x
Ecuador,2001,x,x,89.7,92.3,x,x,22,7,21.5,24.6,41.3,99.2,x,x
Ecuador,2002,x,x,x,x,x,x,x,x,x,x,39.6,99.2,x,x
Ecuador,2003,18,18,x,x,x,x,x,x,x,x,40,99.3,x,x
Ecuador,2004,x,x,x,x,58.7,72.7,x,x,x,x,41.9,99.3,x,x
Ecuador,2005,x,x,x,x,x,x,x,x,x,x,42.4,99.4,x,x
Ecuador,2006,x,x,x,x,x,x,x,x,x,x,42.9,x,x,x
Ecuador,2010,x,x,x,x,x,x,21.9,6.6,21.8,25,x,x,x,x
Egypt,1975,x,x,x,x,22.4,24.9,x,x,x,x,x,x,x,x
Egypt,1976,x,x,x,x,x,x,21.8,3.8,20.6,23.7,x,x,x,x
Egypt,1980,x,x,x,x,29.7,31.4,x,x,x,x,x,x,x,x
Egypt,1984,x,x,x,x,28.7,30.3,x,x,x,x,x,x,x,x
Egypt,1985,16,18,x,x,x,x,x,x,x,x,23,98.7,48651,x
Egypt,1986,16,18,31.4,57,x,x,20.7,10.4,20.8,23.6,24.1,95.3,45377,x
Egypt,1987,16,18,x,x,x,x,x,x,x,x,25.5,x,42706,x
Egypt,1988,16,18,x,x,35.4,37.8,x,x,x,x,27,x,43572,x
Egypt,1989,16,18,x,x,x,x,x,x,x,x,28.4,x,39357,x
Egypt,1990,16,18,x,x,x,x,x,x,x,x,26.4,98.6,35630,x
Egypt,1991,16,18,x,x,44.3,47.6,x,x,x,x,23.4,95.5,36902,x
Egypt,1992,16,18,x,x,44.8,47.1,x,x,x,x,22.8,95.3,34092,x
Egypt,1993,16,18,x,x,x,x,x,x,x,x,23.2,95.2,34563,x
Egypt,1994,16,18,x,x,x,x,x,x,x,x,23.6,95.1,37654,x
Egypt,1995,16,18,x,x,51.8,54.5,x,x,x,x,22.8,99,39110,x
Egypt,1996,16,18,43.6,67.2,x,x,14.5,2.1,22.3,27,22.2,95.4,41366,x
Egypt,1997,16,18,x,x,x,x,x,x,x,x,21.7,95.5,49767,x
Egypt,1998,16,18,x,x,49.5,51.7,x,x,x,x,21.1,95.5,55849,x
Egypt,1999,16,18,x,x,x,x,x,x,x,x,21.6,95.4,58512,x
Egypt,2000,x,x,x,x,53.9,56.1,x,x,x,x,21.8,99.3,x,x
Egypt,2001,x,x,x,x,x,x,x,x,x,x,22.2,94.6,x,x
Egypt,2002,x,x,x,x,x,x,x,x,x,x,22.5,x,x,x
Egypt,2003,16,18,x,x,56.6,60,x,x,x,x,22.7,x,x,x
Egypt,2004,x,x,x,x,x,x,x,x,x,x,21.8,x,x,x
Egypt,2005,x,x,59.4,83,56.5,59.2,x,x,x,x,21.8,99.7,x,x
Egypt,2006,x,x,x,x,x,x,11.7,0.8,22,26.9,21.8,x,x,x
Egypt,2008,x,x,x,x,57.6,60.3,13.5,x,22.7,x,x,x,x,x
El Salvador,1971,x,x,x,x,x,x,20.4,3.4,19,24.7,x,x,x,x
El Salvador,1975,x,x,x,x,20,21.6,x,x,x,x,x,x,x,x
El Salvador,1978,x,x,x,x,32.3,34.4,x,x,x,x,x,x,x,x
El Salvador,1985,18,18,x,x,44.5,47.3,30,x,20,x,37.6,103.3,27815,x
El Salvador,1986,18,18,x,x,x,x,x,x,x,x,38.4,104.3,28617,x
El Salvador,1987,18,18,x,x,x,x,x,x,x,x,39.1,103.6,28815,x
El Salvador,1988,18,18,x,x,43.5,47.1,x,x,x,x,39.8,104.4,29756,x
El Salvador,1989,18,18,x,x,x,x,x,x,x,x,40.5,103.8,30169,x
El Salvador,1990,18,18,x,x,x,x,x,x,x,x,41.2,104.3,30198,x
El Salvador,1991,18,18,x,x,x,x,x,x,x,x,41.2,103.9,31041,x
El Salvador,1992,18,18,71.3,77.4,x,x,15.9,4.5,22.3,25.3,34.9,103.9,31117,x
El Salvador,1993,18,18,x,x,48.4,53.3,x,x,x,x,36,x,33424,x
El Salvador,1994,18,18,x,x,x,x,x,x,x,x,36.7,x,35634,x
El Salvador,1995,18,18,x,x,x,x,x,x,x,x,35.8,104.3,36164,x
El Salvador,1996,18,18,x,x,x,x,x,x,x,x,35.6,104.1,37645,x
El Salvador,1997,18,18,x,x,x,x,x,x,x,x,35.8,104,36765,x
El Salvador,1998,18,18,x,x,54.1,59.7,x,x,x,x,37.6,103.9,35156,x
El Salvador,1999,18,18,x,x,x,x,x,x,x,x,38,103.8,33226,x
El Salvador,2000,18,18,x,x,x,x,x,x,x,x,38.1,103.9,32009,x
El Salvador,2001,18,18,x,x,x,x,x,x,x,x,38.2,103.6,28993,x
El Salvador,2002,18,18,x,x,x,x,21.8,x,22,x,38.4,103.6,26728,x
El Salvador,2003,18,18,x,x,61,67.3,x,x,x,x,38.5,103.5,25566,x
El Salvador,2004,x,x,79.2,82.1,x,x,x,x,x,x,39.7,103.4,x,x
El Salvador,2005,18,18,x,x,x,x,x,x,x,x,40.3,103.9,23191,x
El Salvador,2006,x,x,x,x,x,x,x,x,x,x,40.8,x,x,x
El Salvador,2007,x,x,x,x,x,x,17,5.7,22.5,25.5,x,x,x,x
El Salvador,2008,x,x,x,x,65.9,72.5,x,x,x,x,x,x,x,x
Equatorial Guinea,1983,x,x,x,x,x,x,26.3,2.1,21.7,26.9,x,x,x,x
Equatorial Guinea,1985,x,x,x,x,x,x,x,x,x,x,35,103.6,x,x
Equatorial Guinea,1986,x,x,x,x,x,x,x,x,x,x,35.2,x,x,x
Equatorial Guinea,1987,x,x,x,x,x,x,x,x,x,x,35.6,x,x,x
Equatorial Guinea,1988,x,x,x,x,x,x,x,x,x,x,35.3,x,x,x
Equatorial Guinea,1989,x,x,x,x,x,x,x,x,x,x,35.6,x,x,x
Equatorial Guinea,1990,x,x,x,x,x,x,x,x,x,x,35.5,103.3,x,x
Equatorial Guinea,1991,x,x,x,x,x,x,x,x,x,x,35.7,106,x,x
Equatorial Guinea,1992,x,x,x,x,x,x,x,x,x,x,36.1,x,x,x
Equatorial Guinea,1993,x,x,x,x,x,x,x,x,x,x,35.8,x,x,x
Equatorial Guinea,1994,x,x,x,x,x,x,x,x,x,x,35.8,x,x,x
Equatorial Guinea,1995,x,x,x,x,x,x,x,x,x,x,35.7,103,x,x
Equatorial Guinea,1996,x,x,x,x,x,x,x,x,x,x,36.1,x,x,x
Equatorial Guinea,1997,x,x,x,x,x,x,x,x,x,x,36,x,x,x
Equatorial Guinea,1998,x,x,x,x,x,x,x,x,x,x,36.1,x,x,x
Equatorial Guinea,1999,x,x,x,x,x,x,x,x,x,x,36.5,x,x,x
Equatorial Guinea,2000,x,x,80.5,93.4,6.1,10.1,x,x,x,x,36.8,102.7,x,x
Equatorial Guinea,2001,x,x,x,x,x,x,x,x,x,x,36.5,x,x,x
Equatorial Guinea,2002,x,x,x,x,x,x,x,x,x,x,36.8,102.4,x,x
Equatorial Guinea,2003,x,x,x,x,x,x,x,x,x,x,36.4,x,x,x
Equatorial Guinea,2004,12,12,x,x,x,x,x,x,x,x,37,x,x,x
Equatorial Guinea,2005,x,x,x,x,x,x,x,x,x,x,36.5,102.3,x,x
Equatorial Guinea,2006,x,x,x,x,x,x,x,x,x,x,37.1,x,x,x
Eritrea,1985,x,x,x,x,x,x,x,x,x,x,42,103.8,x,x
Eritrea,1986,x,x,x,x,x,x,x,x,x,x,42,x,x,x
Eritrea,1987,x,x,x,x,x,x,x,x,x,x,42,x,x,x
Eritrea,1988,x,x,x,x,x,x,x,x,x,x,41.8,x,x,x
Eritrea,1989,x,x,x,x,x,x,x,x,x,x,41.8,x,x,x
Eritrea,1990,x,x,x,x,x,x,x,x,x,x,41.8,103.9,x,x
Eritrea,1991,x,x,x,x,x,x,x,x,x,x,41.9,x,x,x
Eritrea,1992,x,x,x,x,x,x,x,x,x,x,41.9,x,x,x
Eritrea,1993,x,x,x,x,x,x,x,x,x,x,42,x,x,x
Eritrea,1994,x,x,x,x,x,x,x,x,x,x,42,x,x,x
Eritrea,1995,x,x,x,x,4,8,37.7,1.4,19.6,25.3,42.1,105,x,x
Eritrea,1996,x,x,x,x,x,x,x,x,x,x,42.1,x,x,x
Eritrea,1997,x,x,x,x,x,x,x,x,x,x,42,x,x,x
Eritrea,1998,x,x,x,x,x,x,x,x,x,x,41.9,x,x,x
Eritrea,1999,x,x,x,x,x,x,x,x,x,x,41.7,x,x,x
Eritrea,2000,x,x,x,x,x,x,x,x,x,x,41.5,104.5,x,x
Eritrea,2001,x,x,x,x,x,x,x,x,x,x,41.5,x,x,x
Eritrea,2002,x,x,x,x,5.1,8,31.1,x,20.6,x,41.3,x,x,x
Eritrea,2003,x,x,x,x,x,x,x,x,x,x,41.3,x,x,x
Eritrea,2004,x,x,x,x,x,x,x,x,x,x,41.2,x,x,x
Eritrea,2005,x,x,x,x,x,x,x,x,x,x,41.2,104.1,x,x
Eritrea,2006,18,18,x,x,x,x,x,x,x,x,41.1,x,x,x
Estonia,1979,x,x,x,x,x,x,8.9,2.7,20.7,23.6,x,x,x,x
Estonia,1985,x,x,x,x,x,x,x,x,x,x,50.3,114.9,x,x
Estonia,1986,18,18,x,x,x,x,x,x,x,x,50.2,114.7,2132,x
Estonia,1987,18,18,x,x,x,x,x,x,x,x,49.9,114.4,2268,x
Estonia,1988,18,18,x,x,x,x,x,x,x,x,49.9,114.2,2312,x
Estonia,1989,18,18,99.6,99.9,x,x,9.4,2.6,21.1,23.5,49.9,113.9,2559,x
Estonia,1990,18,18,x,x,x,x,x,x,x,x,49.8,113.7,2668,x
Estonia,1991,18,18,x,x,x,x,x,x,x,x,49.6,113.8,2552,x
Estonia,1992,18,18,x,x,x,x,x,x,x,x,49.3,114.4,2642,x
Estonia,1993,18,18,x,x,x,x,x,x,x,x,49,115.1,2240,x
Estonia,1994,18,18,x,x,56.4,70.3,x,x,x,x,48.7,115.5,1999,x
Estonia,1995,18,18,x,x,x,x,x,x,x,x,48.3,115.8,1861,x
Estonia,1996,18,18,x,x,x,x,x,x,x,x,48.5,116.3,1718,x
Estonia,1997,18,18,x,x,x,x,x,x,x,x,48.7,116.6,1513,x
Estonia,1998,x,x,x,x,x,x,x,x,x,x,48.5,116.7,x,x
Estonia,1999,x,x,x,x,x,x,x,x,x,x,48.7,116.8,x,x
Estonia,2000,18,18,99.8,99.8,x,x,4.9,1.1,24.5,26.7,48.7,116.8,1310,x
Estonia,2001,18,18,x,x,x,x,x,x,x,x,49.1,116.9,1229,x
Estonia,2002,18,18,x,x,x,x,x,x,x,x,49.3,116.9,1139,x
Estonia,2003,18,18,x,x,x,x,x,x,x,x,49.4,117,1097,x
Estonia,2004,x,x,x,x,x,x,x,x,x,x,49.3,117.1,x,x
Estonia,2005,18,18,x,x,x,x,x,x,x,x,49.4,117.1,1116,x
Estonia,2006,x,x,x,x,x,x,x,x,x,x,49.3,x,x,x
Ethiopia,1981,x,x,x,x,x,x,57.3,7.5,17.6,23.8,x,x,x,x
Ethiopia,1984,x,x,x,x,x,x,60.9,6.1,17.1,23.3,x,x,x,x
Ethiopia,1985,x,x,x,x,x,x,x,x,x,x,44.7,101.5,x,x
Ethiopia,1986,x,x,x,x,x,x,x,x,x,x,44.8,x,x,x
Ethiopia,1987,x,x,x,x,x,x,x,x,x,x,45,x,x,x
Ethiopia,1988,x,x,x,x,x,x,x,x,x,x,44.9,x,x,x
Ethiopia,1989,x,x,x,x,x,x,x,x,x,x,44.9,x,x,x
Ethiopia,1990,x,x,x,x,2.9,4.8,x,x,x,x,44.9,101.4,x,x
Ethiopia,1991,x,x,x,x,x,x,x,x,x,x,44.7,x,x,x
Ethiopia,1992,x,x,x,x,x,x,x,x,x,x,44.6,x,x,x
Ethiopia,1993,x,x,x,x,x,x,x,x,x,x,44.8,x,x,x
Ethiopia,1994,x,x,18.5,36,x,x,30.8,6.1,20.5,25.6,44.8,98.7,x,x
Ethiopia,1995,x,x,x,x,x,x,x,x,x,x,44.9,101.3,x,x
Ethiopia,1996,x,x,x,x,x,x,x,x,x,x,45,98.9,x,x
Ethiopia,1997,x,x,x,x,2.8,3.3,x,x,x,x,45,99,x,x
Ethiopia,1998,x,x,x,x,x,x,x,x,x,x,44.9,99.1,x,x
Ethiopia,1999,x,x,x,x,x,x,x,x,x,x,44.9,99.2,x,x
Ethiopia,2000,x,x,x,x,6.3,8.1,x,x,x,x,44.9,101.3,x,x
Ethiopia,2001,x,x,x,x,x,x,x,x,x,x,45,99.2,x,x
Ethiopia,2002,x,x,x,x,x,x,x,x,x,x,44.9,99.4,x,x
Ethiopia,2003,18,18,x,x,x,x,x,x,x,x,44.7,99.5,x,x
Ethiopia,2004,x,x,22.8,50,x,x,x,x,x,x,44.9,99.5,x,x
Ethiopia,2005,x,x,x,x,13.7,14.7,x,x,x,x,44.9,101.1,x,x
Ethiopia,2006,x,x,x,x,x,x,x,x,x,x,44.9,x,x,x
Ethiopia,2007,x,x,x,x,x,x,31.8,9.4,20.5,25.2,x,x,x,x
Ethiopia,2011,x,x,x,x,27.3,28.6,23.1,2.5,21.2,25.7,x,x,x,x
Faroe Islands,1966,x,x,x,x,x,x,5.4,0.6,21.4,26.2,x,x,x,x
Faroe Islands,1977,x,x,x,x,x,x,2.6,0.2,23.6,27.2,x,x,x,x
Faroe Islands,1985,x,x,x,x,x,x,x,x,x,x,x,91.1,72,x
Faroe Islands,1986,x,x,x,x,x,x,x,x,x,x,x,91,72,x
Faroe Islands,1987,x,x,x,x,x,x,x,x,x,x,x,90.9,58,x
Faroe Islands,1989,x,x,x,x,x,x,x,x,x,x,x,91.6,68,x
Faroe Islands,1990,x,x,x,x,x,x,x,x,x,x,x,91.9,103,x
Faroe Islands,1991,x,x,x,x,x,x,0.9,0.1,28.2,30.9,x,92.1,49,x
Faroe Islands,2001,x,x,x,x,x,x,0.5,0,29.9,32.5,x,x,x,x
Faroe Islands,2005,x,x,x,x,x,x,x,x,x,x,x,x,20,x
Faroe Islands,2008,x,x,x,x,x,x,0.2,0,30.7,33.5,x,x,x,x
Fiji,1974,x,x,x,x,35.1,40.9,x,x,x,x,x,x,x,x
Fiji,1976,x,x,x,x,x,x,14,2.7,21.7,24.7,x,x,x,x
Fiji,1985,21,21,x,x,x,x,x,x,x,x,39,97.4,2158,x
Fiji,1986,21,21,x,x,x,x,13.3,2.4,22.5,25.3,38.7,97.3,1921,x
Fiji,1987,21,21,x,x,x,x,x,x,x,x,38.4,x,2176,x
Fiji,1988,x,x,x,x,x,x,x,x,x,x,38.3,x,x,x
Fiji,1989,x,x,x,x,x,x,x,x,x,x,37.7,x,x,x
Fiji,1990,x,x,x,x,x,x,x,x,x,x,37.7,96.9,x,x
Fiji,1991,x,x,x,x,x,x,x,x,x,x,37.4,x,x,x
Fiji,1992,x,x,x,x,x,x,x,x,x,x,37.7,x,x,x
Fiji,1993,x,x,x,x,x,x,x,x,x,x,37.6,x,x,x
Fiji,1994,x,x,x,x,x,x,x,x,x,x,37.5,x,x,x
Fiji,1995,x,x,x,x,x,x,x,x,x,x,37.7,96.8,x,x
Fiji,1996,x,x,x,x,x,x,10.3,1.8,22.9,26.1,37.7,96.8,x,x
Fiji,1997,x,x,x,x,x,x,x,x,x,x,38,x,x,x
Fiji,1998,x,x,x,x,x,x,x,x,x,x,38,x,x,x
Fiji,1999,x,x,x,x,x,x,x,x,x,x,38.1,x,x,x
Fiji,2000,x,x,x,x,x,x,x,x,x,x,38.1,96.9,x,x
Fiji,2001,x,x,x,x,x,x,x,x,x,x,37.9,x,x,x
Fiji,2002,x,x,x,x,x,x,x,x,x,x,37.9,x,x,x
Fiji,2003,21,21,x,x,x,x,x,x,x,x,37.6,x,x,x
Fiji,2004,21,21,x,x,x,x,x,x,x,x,38.5,x,1201,x
Fiji,2005,x,x,x,x,x,x,x,x,x,x,38.5,97.1,x,x
Fiji,2006,x,x,x,x,x,x,x,x,x,x,38.8,x,x,x
Finland,1970,x,x,x,x,x,x,5.4,1,22.5,25.6,x,x,x,x
Finland,1971,x,x,x,x,53.9,77,x,x,x,x,x,x,x,x
Finland,1977,x,x,x,x,77.2,80,x,x,x,x,x,x,x,x
Finland,1980,x,x,x,x,x,x,2.2,0.3,24.6,27.1,x,x,x,x
Finland,1985,21,21,x,x,x,x,x,x,x,x,47.6,106.5,2374,x
Finland,1986,21,21,x,x,x,x,x,x,x,x,47.3,106.5,2141,x
Finland,1987,21,21,x,x,x,x,x,x,x,x,47.2,106.4,1924,x
Finland,1988,21,21,x,x,x,x,x,x,x,x,47.4,106.4,1879,x
Finland,1989,21,21,x,x,x,x,x,x,x,x,47.4,106.2,1746,x
Finland,1990,21,21,x,x,75.4,77.4,0.8,0.1,27.9,30.3,47.3,106.1,1830,x
