Australia,2001,Women,1,28.9
Australia,2006,Men,0.4,31.6
Australia,2006,Women,0.8,29.7
Austria,1971,Men,0.6,26
Austria,1971,Women,7,21.9
Austria,1981,Men,0.5,26.9
Austria,1981,Women,4.2,23.5
Austria,1991,Men,0.6,28.9
Austria,1991,Women,2.7,26.1
Austria,2001,Men,0.7,29.5
Austria,2001,Women,2.9,26.6
Austria,2011,Men,0,33.6
Austria,2011,Women,0,31
Azerbaijan,1979,Men,1.1,25.1
Azerbaijan,1979,Women,6.9,22.4
Azerbaijan,1989,Men,1.2,25.8
Azerbaijan,1989,Women,7.6,23.8
Azerbaijan,1999,Men,2.5,27
Azerbaijan,1999,Women,12.8,23.9
Azerbaijan,2006,Men,0.2,26.7
Azerbaijan,2006,Women,10.9,23.1
Azerbaijan,2009,Men,0.3,28.2
Azerbaijan,2009,Women,8.3,24.4
Bahamas,1970,Men,1.3,26
Bahamas,1970,Women,10.1,22.4
Bahamas,1980,Men,0.5,27.3
Bahamas,1980,Women,4.6,24.8
Bahamas,1990,Men,0.9,29.1
Bahamas,1990,Women,3.7,27.2
Bahamas,2000,Men,0.5,29.9
Bahamas,2000,Women,3.1,27.4
Bahrain,1971,Men,3.3,26.9
Bahrain,1971,Women,29,20.4
Bahrain,1981,Men,1.9,27.2
Bahrain,1981,Women,14.9,22.8
Bahrain,1991,Men,0.5,28.4
Bahrain,1991,Women,6.7,25.6
Bahrain,2001,Men,0.3,30
Bahrain,2001,Women,4.2,26.3
Bangladesh,1974,Men,7.7,24
Bangladesh,1974,Women,75.5,16.4
Bangladesh,1981,Men,6.7,23.9
Bangladesh,1981,Women,68.8,16.7
Bangladesh,1991,Men,5,24.9
Bangladesh,1991,Women,51.3,18.1
Bangladesh,2001,Men,4.3,25.3
Bangladesh,2001,Women,37.4,19.1
Bangladesh,2011,Men,2.1,25.4
Bangladesh,2011,Women,45.7,18.6
Barbados,1970,Men,0.2,31.7
Barbados,1970,Women,0.9,28.5
Barbados,1980,Men,0.2,32.7
Barbados,1980,Women,0.6,30.4
Barbados,1990,Men,0.2,34.3
Barbados,1990,Women,0.6,31.8
Belarus,1979,Men,0.3,24.6
Belarus,1979,Women,8.3,21.3
Belarus,1989,Men,1.6,24.5
Belarus,1989,Women,8.2,21.9
Belarus,1999,Men,1,25.4
Belarus,1999,Women,6.3,22.8
Belarus,2009,Men,0.7,26.9
Belarus,2009,Women,4,24.6
Belgium,1970,Men,1,24.2
Belgium,1970,Women,6.9,21.4
Belgium,1981,Men,0.7,24.8
Belgium,1981,Women,5.3,22.4
Belgium,1991,Men,0.3,27.5
Belgium,1991,Women,2.5,25.1
Belgium,2001,Men,0.1,30.9
Belgium,2001,Women,1,28.4
Belgium,2009,Men,0.1,33
Belgium,2009,Women,0.6,30.7
Belize,1970,Men,1.8,26
Belize,1970,Women,11.4,22.6
Belize,1980,Men,1.7,26.2
Belize,1980,Women,9.1,23.9
Belize,1991,Men,1.4,28.4
Belize,1991,Women,7.9,26.2
Belize,2000,Men,6.4,23.7
Belize,2000,Women,22.2,21
Benin,1979,Men,5.4,24.7
Benin,1979,Women,52.4,17.7
Benin,1996,Men,,
Benin,1996,Women,29.1,19.9
Benin,2001,Men,1.2,26.2
Benin,2001,Women,23.9,20.3
Benin,2002,Men,4.3,26.3
Benin,2002,Women,31.2,20
Benin,2006,Men,1.5,25.3
Benin,2006,Women,22.2,20.5
Bermuda,1980,Men,0.4,27.9
Bermuda,1980,Women,1.8,25.6
Bermuda,1991,Men,0,30.5
Bermuda,1991,Women,0.9,28.9
Bermuda,2000,Men,0.1,31.3
Bermuda,2000,Women,0.4,29.8
Bermuda,2010,Men,0.2,31.5
Bermuda,2010,Women,0.1,30.6
Bhutan,2005,Men,4.1,25.4
Bhutan,2005,Women,16.3,21.8
Bhutan,2007,Men,5.4,25.4
Bhutan,2007,Women,14.3,22.8
Bolivia (Plurinational State of),1976,Men,3.9,24.6
Bolivia (Plurinational State of),1976,Women,16.1,22.1
Bolivia (Plurinational State of),1989,Women,14.3,22.2
Bolivia (Plurinational State of),1992,Men,3.7,25.1
Bolivia (Plurinational State of),1992,Women,13.5,22.7
Bolivia (Plurinational State of),2001,Men,3.9,25.8
Bolivia (Plurinational State of),2001,Women,13.1,23.3
Bolivia (Plurinational State of),2008,Men,3.8,25.3
Bolivia (Plurinational State of),2008,Women,14.7,22.7
Bosnia and Hercegovina,2004,Men,5.4,29.3
Bosnia and Hercegovina,2004,Women,17.1,25.1
Botswana,1971,Men,4.9,29.5
Botswana,1971,Women,12.7,24.9
Botswana,1981,Men,0.9,30.8
Botswana,1981,Women,7.3,26.4
Botswana,1988,Women,6.2,25
Botswana,1991,Men,2.3,30.9
Botswana,1991,Women,5.4,26.9
Botswana,2001,Men,1.2,30.9
Botswana,2001,Women,5.3,26.4
Brazil,1970,Men,1.5,26.2
Brazil,1970,Women,12.6,23
Brazil,1980,Men,2.3,25.5
Brazil,1980,Women,14.9,22.7
Brazil,1991,Men,3.3,25.8
Brazil,1991,Women,16.6,22.8
Brazil,2000,Men,3.6,26.2
Brazil,2000,Women,16.6,23.1
Brazil,2010,Men,1.1,31.9
Brazil,2010,Women,4.2,29.7
British Virgin Islands,1970,Men,0.8,28.2
British Virgin Islands,1970,Women,6.1,24.3
British Virgin Islands,1980,Men,0.2,28.2
British Virgin Islands,1980,Women,1.6,26.4
British Virgin Islands,1991,Men,0.2,31.9
British Virgin Islands,1991,Women,1.3,28.4
Brunei Darussalam,1971,Men,2,26.3
Brunei Darussalam,1971,Women,14.7,22.4
Brunei Darussalam,1981,Men,1.8,26.5
Brunei Darussalam,1981,Women,12.9,23.6
Brunei Darussalam,1991,Men,1.2,27.3
Brunei Darussalam,1991,Women,8,25.1
Brunei Darussalam,2001,Men,1.1,28.4
Brunei Darussalam,2001,Women,6.6,25
Bulgaria,1975,Men,4.3,24.5
Bulgaria,1975,Women,17.8,20.8
Bulgaria,1985,Men,3.1,24.9
Bulgaria,1985,Women,16.5,21.1
Bulgaria,1992,Men,,
Bulgaria,1992,Women,,
Bulgaria,2001,Men,2,27.5
Bulgaria,2001,Women,10,24.2
Bulgaria,2011,Men,2,29.8
Bulgaria,2011,Women,8.5,26.2
Burkina Faso,1975,Men,4,27
Burkina Faso,1975,Women,53.9,17.4
Burkina Faso,1985,Men,2.5,26.7
Burkina Faso,1985,Women,44.9,18.4
Burkina Faso,1996,Men,2.7,26.6
Burkina Faso,1996,Women,39.5,19
Burkina Faso,2006,Men,3.9,26.4
Burkina Faso,2006,Women,36.4,19.8
Burkina Faso,2010,Men,1.7,25.3
Burkina Faso,2010,Women,32.4,19.5
Burundi,1970,Men,2.9,23.7
Burundi,1970,Women,12,21.7
Burundi,1987,Women,6.7,21.8
Burundi,1990,Men,0.9,25.7
Burundi,1990,Women,6.9,22.5
Burundi,2008,Men,6.3,24.6
Burundi,2008,Women,17,22.1
Burundi,2010,Men,1.6,25.4
Burundi,2010,Women,9.9,22.1
Cambodia,1962,Men,2,24.4
Cambodia,1962,Women,14.9,21.3
Cambodia,1998,Men,3,24.2
Cambodia,1998,Women,12.4,22.5
Cambodia,2008,Men,1.8,25.6
Cambodia,2008,Women,8.7,23.3
Cambodia,2010,Men,2,24.9
Cambodia,2010,Women,10.9,22
Cameroon,1976,Men,2.9,26.4
Cameroon,1976,Women,45.6,18.8
Cameroon,1987,Men,3.4,26.4
Cameroon,1987,Women,38.5,20
Cameroon,1998,Men,4.2,26.7
Cameroon,1998,Women,35.8,20.2
Cameroon,2004,Men,9.2,25
Cameroon,2004,Women,33.2,20.2
Cameroon,2011,Men,2.3,27
Cameroon,2011,Women,26.1,21.3
Canada,1971,Men,1.7,24.4
Canada,1971,Women,7.5,22
Canada,1986,Men,1.3,26.5
Canada,1986,Women,4.7,24.3
Canada,1996,Men,1.1,28.5
Canada,1996,Women,3.6,26
Canada,2001,Men,1.1,28.7
Canada,2001,Women,3.1,26.3
Canada,2006,Men,1.3,28.6
Canada,2006,Women,3.1,26.6
Cape Verde,1980,Men,0.9,27.3
Cape Verde,1980,Women,4.6,23.6
Cape Verde,1990,Men,1.1,28.1
Cape Verde,1990,Women,6.7,25.7
Cape Verde,1998,Men,1.7,28.4
Cape Verde,1998,Women,9.3,23.8
Cape Verde,2000,Men,1.2,28.8
Cape Verde,2000,Women,10.2,24.6
Cape Verde,2005,Men,2.7,27.9
Cape Verde,2005,Women,10.6,22.8
Cayman Islands,1979,Men,0.4,27.3
Cayman Islands,1979,Women,2,25.5
Cayman Islands,1989,Men,1.8,27.6
Cayman Islands,1989,Women,5.8,25.2
Cayman Islands,2010,Men,0.5,29.9
Cayman Islands,2010,Women,1.2,28
Central African Republic,1975,Men,13.4,23.3
Central African Republic,1975,Women,46.8,18.4
Central African Republic,1988,Men,9.6,24.1
Central African Republic,1988,Women,42.1,19.1
Central African Republic,1994,Men,8.1,24.4
Central African Republic,1994,Women,42.4,19.4
Chad,1997,Men,5.9,24.1
Chad,1997,Women,48.6,18
Chad,2004,Men,1.1,24.5
Chad,2004,Women,45.3,18.3
Chile,1970,Men,1.6,25.7
Chile,1970,Women,9.2,23.4
Chile,1985,Men,2.2,25.7
Chile,1985,Women,10.5,23.3
Chile,1992,Men,5.3,25.8
Chile,1992,Women,11.7,23.4
Chile,2002,Men,3,27.7
Chile,2002,Women,8.7,24.6
Chile,2011,Men,3.2,29.3
Chile,2011,Women,5.9,27.4
China,1982,Men,0.9,25.1
China,1982,Women,4.4,22.4
China,1990,Men,1.8,23.8
China,1990,Women,4.7,22.1
China,2000,Men,0.3,25.1
China,2000,Women,1.2,23.3
China,2010,Men,0.6,26.5
China,2010,Women,2.1,24.7
"China, Hong Kong SAR",1971,Men,0.5,30.2
"China, Hong Kong SAR",1971,Women,2.9,23.8
"China, Hong Kong SAR",1981,Men,1.3,28.7
"China, Hong Kong SAR",1981,Women,3.4,25.3
"China, Hong Kong SAR",1991,Men,0.6,30
"China, Hong Kong SAR",1991,Women,1.6,27.7
"China, Hong Kong SAR",2001,Men,0.3,31.6
"China, Hong Kong SAR",2001,Women,0.7,29.5
"China, Hong Kong SAR",2006,Men,0.3,32.8
"China, Hong Kong SAR",2006,Women,0.4,30.3
"China, Macao SAR",1970,Men,1.2,29
"China, Macao SAR",1970,Women,2.1,25.6
"China, Macao SAR",1981,Men,0.2,29.6
"China, Macao SAR",1981,Women,1.6,26.9
"China, Macao SAR",1991,Men,0.8,28.1
"China, Macao SAR",1991,Women,2.3,26.4
"China, Macao SAR",2001,Men,0.3,29.5
"China, Macao SAR",2001,Women,1,27.9
"China, Macao SAR",2011,Men,19,29.5
"China, Macao SAR",2011,Women,24.6,27.7
Colombia,1973,Men,3,26.3
Colombia,1973,Women,13.5,22.5
Colombia,1985,Men,3.6,26.1
Colombia,1985,Women,15.2,22.7
Colombia,1993,Men,5.4,26
Colombia,1993,Women,18.2,22.5
Colombia,2005,Men,3.9,26.5
Colombia,2005,Women,15.3,23.1
Colombia,2010,Women,17,22.2
Comoros,1966,Men,1.8,28
Comoros,1966,Women,30.3,20.1
Comoros,1980,Men,1.6,26.8
Comoros,1980,Women,31,19.8
Comoros,1991,Men,1.6,28.6
Comoros,1991,Women,16.5,22.4
Comoros,1996,Men,3,28.5
Comoros,1996,Women,11.5,23.6
Congo,1984,Men,1.4,27.9
Congo,1984,Women,18.1,22.6
Congo,2005,Men,2.8,25.8
Congo,2005,Women,19.9,21.9
Cook Islands,1971,Men,4.3,23.6
Cook Islands,1971,Women,9.7,23.1
Cook Islands,1981,Men,1.7,26.2
Cook Islands,1981,Women,3.4,25.6
Cook Islands,1996,Men,1.4,31.2
Cook Islands,1996,Women,2.2,29.6
Costa Rica,1973,Men,1.9,25.4
Costa Rica,1973,Women,15.1,21.7
Costa Rica,1984,Men,2.7,25.1
Costa Rica,1984,Women,15.5,22.2
Costa Rica,1992,Women,17,21.5
Costa Rica,2000,Men,3.8,26
Costa Rica,2000,Women,15.7,22.2
Costa Rica,2011,Men,3.7,27
Costa Rica,2011,Women,13,23.9
Cªte d'Ivoire,1978,Men,3.1,27
Cªte d'Ivoire,1978,Women,53.8,18.7
Cªte d'Ivoire,1988,Men,3.6,27.6
Cªte d'Ivoire,1988,Women,41.9,19.8
Cªte d'Ivoire,1994,Men,2,28.1
Cªte d'Ivoire,1994,Women,27.6,20.9
Cªte d'Ivoire,1998,Men,1.7,28
Cªte d'Ivoire,1998,Women,25.4,21.9
Croatia,1991,Men,0.5,28
Croatia,1991,Women,5.2,23.8
Croatia,2001,Men,0.3,29.8
Croatia,2001,Women,2.4,26.2
Cuba,1970,Men,4.6,23.4
Cuba,1970,Women,29.6,19.5
Cuba,1981,Men,6.7,23.5
Cuba,1981,Women,28.8,19.8
Cuba,2002,Men,5.5,25.3
Cuba,2002,Women,23.1,21.1
Cyprus,1973,Men,0.7,25.9
Cyprus,1973,Women,3.8,24.2
Cyprus,1992,Men,0.6,27
Cyprus,1992,Women,7.5,23.1
Cyprus,2001,Men,0.7,28.7
Cyprus,2001,Women,2.8,25.2
Cyprus,2011,Men,0.7,30.8
Cyprus,2011,Women,1.7,27.9
Czech Republic,1970,Men,1.1,24.3
Czech Republic,1970,Women,8.5,21.2
Czech Republic,1980,Men,1.2,24.6
Czech Republic,1980,Women,8.4,21.3
Czech Republic,1991,Men,1.5,25.2
Czech Republic,1991,Women,7.3,21.9
Czech Republic,2001,Men,0.2,28.6
Czech Republic,2001,Women,0.8,25.8
Czech Republic,2011,Men,0,32.6
Czech Republic,2011,Women,0.2,30.2
Democratic People's Republic of  of Korea,2008,Men,0,29
Democratic People's Republic of  of Korea,2008,Women,0.3,25.5
Democratic Republic of the Congo,1984,Men,4.7,24.9
Democratic Republic of the Congo,1984,Women,32.3,20
Democratic Republic of the Congo,2007,Men,6.2,25.2
Democratic Republic of the Congo,2007,Women,24.6,20.8
Denmark,1970,Men,0.4,25.1
Denmark,1970,Women,4.6,22
Denmark,1985,Men,0.1,30.2
Denmark,1985,Women,0.7,27.5
Denmark,1995,Men,1.2,27.7
Denmark,1995,Women,5.4,25
Denmark,2005,Men,0,32.8
Denmark,2005,Women,0.2,30.8
Denmark,2011,Men,0,32.8
Denmark,2011,Women,0.1,31
Djibouti,1991,Men,1.5,29.3
Djibouti,1991,Women,7.5,26.8
Djibouti,2002,Men,0,30.8
Djibouti,2002,Women,5.3,27.7
Dominica,1970,Men,0.3,32.5
Dominica,1970,Women,1,29.6
Dominica,1981,Men,0.2,33.3
Dominica,1981,Women,0.4,30.8
Dominica,1991,Men,0.1,35.4
Dominica,1991,Women,0.3,31.6
Dominica,2001,Men,0.2,36.5
Dominica,2001,Women,0.2,32.5
Dominican Republic,1970,Men,6,26.1
Dominican Republic,1970,Women,22.4,19.6
Dominican Republic,1981,Men,4,26.3
Dominican Republic,1981,Women,20.7,21.8
Dominican Republic,1993,Men,4.3,26
Dominican Republic,1993,Women,21.9,22.5
Dominican Republic,2002,Men,4.1,26.1
Dominican Republic,2002,Women,22.1,21.9
Dominican Republic,2007,Men,4.6,25.4
Dominican Republic,2007,Women,26.7,21
Ecuador,1974,Men,3.9,25
Ecuador,1974,Women,19.5,21.2
Ecuador,1982,Men,4.2,24.8
Ecuador,1982,Women,19,21.4
Ecuador,1990,Men,4.5,25.2
Ecuador,1990,Women,18,22
Ecuador,2001,Men,7,24.6
Ecuador,2001,Women,22,21.5
Ecuador,2010,Men,6.6,25
Ecuador,2010,Women,21.9,21.8
Egypt,1976,Men,3.8,23.7
Egypt,1976,Women,21.8,20.6
Egypt,1986,Men,10.4,23.6
Egypt,1986,Women,20.7,20.8
Egypt,1996,Men,2.1,27
Egypt,1996,Women,14.5,22.3
Egypt,2006,Men,0.8,26.9
Egypt,2006,Women,11.7,22
Egypt,2008,Women,13.5,22.7
El Salvador,1971,Men,3.4,24.7
El Salvador,1971,Women,20.4,19
El Salvador,1985,Women,30,20
El Salvador,1992,Men,4.5,25.3
El Salvador,1992,Women,15.9,22.3
El Salvador,2002,Women,21.8,22
El Salvador,2007,Men,5.7,25.5
El Salvador,2007,Women,17,22.5
Equatorial Guinea,1983,Men,2.1,26.9
Equatorial Guinea,1983,Women,26.3,21.7
Eritrea,1995,Men,1.4,25.3
Eritrea,1995,Women,37.7,19.6
Eritrea,2002,Women,31.1,20.6
Estonia,1979,Men,2.7,23.6
Estonia,1979,Women,8.9,20.7
Estonia,1989,Men,2.6,23.5
Estonia,1989,Women,9.4,21.1
Estonia,2000,Men,1.1,26.7
Estonia,2000,Women,4.9,24.5
Ethiopia,1981,Men,7.5,23.8
Ethiopia,1981,Women,57.3,17.6
Ethiopia,1984,Men,6.1,23.3
Ethiopia,1984,Women,60.9,17.1
Ethiopia,1994,Men,6.1,25.6
Ethiopia,1994,Women,30.8,20.5
Ethiopia,2007,Men,9.4,25.2
Ethiopia,2007,Women,31.8,20.5
Ethiopia,2011,Men,2.5,25.7
Ethiopia,2011,Women,23.1,21.2
Faeroe Islands,1966,Men,0.6,26.2
Faeroe Islands,1966,Women,5.4,21.4
Faeroe Islands,1977,Men,0.2,27.2
Faeroe Islands,1977,Women,2.6,23.6
Faeroe Islands,1991,Men,0.1,30.9
Faeroe Islands,1991,Women,0.9,28.2
Faeroe Islands,2001,Men,0,32.5
Faeroe Islands,2001,Women,0.5,29.9
Faeroe Islands,2008,Men,0,33.5
Faeroe Islands,2008,Women,0.2,30.7
Falkland Islands (Malvinas),1962,Men,,
Falkland Islands (Malvinas),1962,Women,,
Falkland Islands (Malvinas),1986,Men,,
Falkland Islands (Malvinas),1986,Women,,
Fiji,1976,Men,2.7,24.7
Fiji,1976,Women,14,21.7
Fiji,1986,Men,2.4,25.3
Fiji,1986,Women,13.3,22.5
Fiji,1996,Men,1.8,26.1
Fiji,1996,Women,10.3,22.9
Finland,1970,Men,1,25.6
Finland,1970,Women,5.4,22.5
Finland,1980,Men,0.3,27.1
Finland,1980,Women,2.2,24.6
Finland,1990,Men,0.1,30.3
Finland,1990,Women,0.8,27.9
Finland,2000,Men,0.1,32.4
Finland,2000,Women,0.5,30.3
Finland,2010,Men,0.1,31.9
Finland,2010,Women,0.5,30.2
France,1970,Men,0.8,25.2
France,1970,Women,6.3,22.3
France,1985,Men,0.2,26.6
France,1985,Women,2.1,24.7
France,1999,Men,0.2,32.9
France,1999,Women,0.7,30.7
France,2005,Men,0.2,33
France,2005,Women,0.9,31
France,2009,Men,0.1,33.4
France,2009,Women,0.5,31.6
French Guiana,1967,Men,0.4,28.4
French Guiana,1967,Women,3,24.4
French Guiana,1982,Men,0.6,30.2
French Guiana,1982,Women,2.2,27.5
French Guiana,1990,Men,0.1,32.3
French Guiana,1990,Women,1.1,29
French Guiana,1999,Men,0,34.2
French Guiana,1999,Women,0.8,31.7
French Guiana,2006,Men,0.5,33.7
French Guiana,2006,Women,1.6,32
French Polynesia,1977,Men,1,28.5
French Polynesia,1977,Women,3.7,25.8
French Polynesia,1996,Men,0.3,32.1
French Polynesia,1996,Women,1.5,29.9
French Polynesia,2007,Men,0.2,35.5
French Polynesia,2007,Women,0.6,33.1
Gabon,1960,Men,7.2,25.5
Gabon,1960,Women,62.7,17.7
Gabon,1993,Men,2.3,28
Gabon,1993,Women,15.9,24.3
Gabon,2000,Men,3.9,26.2
Gabon,2000,Women,22.4,22.1
Gambia,1983,Men,2.9,28.1
Gambia,1983,Women,55.2,18.2
Gambia,1993,Men,1.7,28.4
Gambia,1993,Women,38.8,19.6
Georgia,1979,Men,2.7,26
Georgia,1979,Women,14.3,22.5
Georgia,1989,Men,3.5,26.1
Georgia,1989,Women,17.4,22.4
Georgia,1999,Women,15.7,22.5
Georgia,2002,Men,2.3,28
Georgia,2002,Women,12.5,23.7
Georgia,2005,Women,13.7,23.4
Germany,1990,Men,0.3,28.9
Germany,1990,Women,2.2,26.1
Germany,1994,Men,0.2,30.3
Germany,1994,Women,1.5,27.5
Germany,2001,Men,0.1,31.7
Germany,2001,Women,1.2,28.7
Germany,2006,Men,0.1,33.7
Germany,2006,Women,0.5,31
Germany,2011,Men,0,34.1
Germany,2011,Women,0.3,31.7
Ghana,1988,Women,24.3,20.2
Ghana,1993,Men,1.7,26.2
Ghana,1993,Women,22.5,20.5
Ghana,2000,Men,10.8,27.1
Ghana,2000,Women,19.6,22.4
Ghana,2003,Men,1.1,26.6
Ghana,2003,Women,13.7,22.4
Ghana,2008,Men,0.9,27.7
Ghana,2008,Women,9.4,23.4
Gibraltar,1970,Men,1.5,25.9
Gibraltar,1970,Women,8.6,21.5
Gibraltar,1981,Men,2.7,24.8
Gibraltar,1981,Women,11.1,21.1
Gibraltar,1991,Men,2.3,26.3
Gibraltar,1991,Women,8.4,23.2
Gibraltar,2001,Men,0.2,29.3
Gibraltar,2001,Women,1.1,26.8
Greece,1971,Men,1.3,28.1
Greece,1971,Women,11.2,23.4
Greece,1981,Men,1,27.6
Greece,1981,Women,13.8,22.5
Greece,1991,Men,0.6,29.4
Greece,1991,Women,5.5,24.5
Greece,2001,Men,0.8,31.3
Greece,2001,Women,3.6,26.9
Greenland,1970,Men,0,29.3
Greenland,1970,Women,2.9,25
Greenland,1985,Men,0,33.2
Greenland,1985,Women,0.5,29.6
Greenland,1997,Men,0.2,33.7
Greenland,1997,Women,0.6,31.5
Greenland,2000,Men,0,33.1
Greenland,2000,Women,0.5,30.8
Greenland,2011,Men,0,33.7
Greenland,2011,Women,0.3,31.4
Grenada,1970,Men,0.1,31.5
Grenada,1970,Women,1.1,28.2
Grenada,1981,Men,0.1,33.3
Grenada,1981,Women,0.5,29.4
Grenada,1991,Men,0.1,34.4
Grenada,1991,Women,0.6,31
Guadeloupe,1967,Men,0.2,29.1
Guadeloupe,1967,Women,3.4,25.4
Guadeloupe,1982,Men,0.2,29.6
Guadeloupe,1982,Women,1.5,26.6
Guadeloupe,1990,Men,0.1,32.3
Guadeloupe,1990,Women,1.1,29.5
Guadeloupe,1999,Men,0.2,34.2
Guadeloupe,1999,Women,0.8,31.6
Guam,1960,Men,,19.7
Guam,1960,Women,,15.7
Guam,1980,Men,3.1,24.5
Guam,1980,Women,9.9,22.1
Guam,1990,Men,2.2,26.8
Guam,1990,Women,5.8,24.4
Guatemala,1973,Men,6.8,23.7
Guatemala,1973,Women,28.4,19.7
Guatemala,1981,Men,7.5,23.6
Guatemala,1981,Women,27.9,20.5
Guatemala,1994,Men,9,23.6
Guatemala,1994,Women,23.6,21.3
Guatemala,1999,Women,26,20.4
Guatemala,2002,Women,19.9,21.6
Guinea,1999,Men,2.3,27.7
Guinea,1999,Women,45.4,18.8
Guinea,2005,Men,4.9,26.3
Guinea,2005,Women,37.9,19.3
Guyana,1970,Men,1.6,24.8
Guyana,1970,Women,14.7,21.5
Guyana,1980,Men,1.6,26.1
Guyana,1980,Women,11.8,23.7
Guyana,1991,Men,0.9,30.1
Guyana,1991,Women,6.9,27.8
Guyana,2002,Men,2.7,26.5
Guyana,2002,Women,21.6,19.6
Guyana,2009,Men,1.5,25.4
Guyana,2009,Women,18.5,21.5
Haiti,1971,Men,0.5,28.1
Haiti,1971,Women,5.5,22.4
Haiti,1982,Men,3.2,27.2
Haiti,1982,Women,8.5,23.8
Haiti,1994,Men,3,26.6
Haiti,1994,Women,16.9,22.2
Haiti,2000,Men,2.5,27.3
Haiti,2000,Women,19.5,22.3
Haiti,2006,Men,2.3,27.5
Haiti,2006,Women,19.3,22.2
Honduras,1974,Men,4.9,24.4
Honduras,1974,Women,29.2,20
Honduras,1988,Men,5.7,24.7
Honduras,1988,Women,23.2,20.9
Honduras,2001,Men,5.9,24.7
Honduras,2001,Women,22.6,21.1
Honduras,2005,Women,24.7,21.3
Hungary,1970,Men,1.4,24.8
Hungary,1970,Women,12.5,20.9
Hungary,1980,Men,2.2,24.8
Hungary,1980,Women,16.1,21
Hungary,1990,Men,1.7,25.7
Hungary,1990,Women,8.9,22.2
Hungary,2001,Men,1.4,27.8
Hungary,2001,Women,5.2,24.8
Hungary,2010,Men,0.1,33.3
Hungary,2010,Women,0.7,31.1
Iceland,1974,Men,0.7,24.1
Iceland,1974,Women,3.8,21.9
Iceland,1985,Men,0.2,28
Iceland,1985,Women,0.9,26.1
Iceland,1995,Men,0,32.5
Iceland,1995,Women,0.2,30.9
Iceland,2006,Men,0.1,29.7
Iceland,2006,Women,0.8,27.7
Iceland,2010,Men,0.1,29.8
Iceland,2010,Women,0.5,27.8
India,1971,Men,17.7,22.7
India,1971,Women,57,17.7
India,1981,Men,12.5,23.4
India,1981,Women,44.1,18.7
India,1991,Men,9.5,24
India,1991,Women,35.7,19.3
India,2001,Men,5.3,24.8
India,2001,Women,24.9,20.2
India,2006,Women,27.6,20.2
Indonesia,1971,Men,5.1,23.8
Indonesia,1971,Women,37.4,19.3
Indonesia,1980,Men,3.6,24.1
Indonesia,1980,Women,30.1,20
Indonesia,1990,Men,2.5,25.2
Indonesia,1990,Women,18.2,21.6
