Mauritania,2001,8,5.1
Mauritania,2007,9.3,8
Mauritius,1975,45.7,29.2
Mauritius,1985,74.6,44.2
Mauritius,1991,74.6,49.2
Mauritius,2002,75.8,39.3
Mexico,1977,30.3,23.3
Mexico,1979,37.8,32
Mexico,1982,47.7,41.5
Mexico,1987,52.7,44.6
Mexico,1992,63.1,55.2
Mexico,1995,66.5,57.5
Mexico,1997,68.4,59.5
Mexico,2003,74.5,69.3
Mexico,2006,70.9,66.5
Mongolia,1994,57.3,41.2
Mongolia,1998,59.9,45.7
Mongolia,2000,67.4,54.4
Mongolia,2003,69,58.4
Mongolia,2005,66,60.6
Mongolia,2008,55.2,49.6
Montenegro,1970,49.5,7
Montenegro,2000,52.7,30
Montenegro,2006,39.4,17.2
Montserrat,1984,52.6,52.2
Morocco,1980,19.4,16.4
Morocco,1984,25.5,21.2
Morocco,1987,35.9,28.9
Morocco,1992,41.5,35.5
Morocco,1995,50.3,42.4
Morocco,1997,58.4,48.8
Morocco,2004,63,52
Mozambique,1997,5.6,5.1
Mozambique,2004,16.5,11.8
Mozambique,2008,16.2,12.2
Mozambique,2011,11.6,11.3
Myanmar,1991,16.8,13.6
Myanmar,1997,32.7,28.3
Myanmar,2001,37,32.8
Myanmar,2007,41,38.4
Myanmar,2010,46,45.7
Namibia,1989,40.9,32.1
Namibia,1992,28.9,26
Namibia,2000,43.7,42.6
Namibia,2007,55.1,53.5
Nauru,2007,35.6,23
Nepal,1976,2.4,2.4
Nepal,1981,6.8,6.8
Nepal,1986,15.1,15.1
Nepal,1991,24.1,24.1
Nepal,1996,28.5,26
Nepal,2000,37.3,37.1
Nepal,2001,39.3,35.4
Nepal,2004,38.3,37.9
Nepal,2006,48,44.2
Nepal,2011,49.7,43.2
Netherlands,1969,59,41.6
Netherlands,1975,75,69.1
Netherlands,1977,73,65.2
Netherlands,1982,76.9,73.9
Netherlands,1988,76.2,72
Netherlands,1993,78.5,75.6
Netherlands,1998,71,70
Netherlands,2003,67,65
Netherlands,2008,69,67
New Zealand,1976,70.1,61.5
New Zealand,1995,75,72.3
Nicaragua,1981,27,22.8
Nicaragua,1993,48.7,44.9
Nicaragua,1998,60.3,57.4
Nicaragua,2001,68.6,64.3
Nicaragua,2007,72.4,68.8
Niger,1992,4.4,2.3
Niger,1998,8.2,4.6
Niger,2000,14,4.3
Niger,2006,11.2,5
Nigeria,1982,6.8,0.9
Nigeria,1990,6,3.5
Nigeria,1994,13.4,10.9
Nigeria,1999,15.3,8.6
Nigeria,2003,12.6,6.8
Nigeria,2007,14.7,9.1
Nigeria,2008,14.6,8.1
Nigeria,2011,14.1,8.6
Northern Mariana Islands,1970,20.5,16
Norway,1978,71,65.2
Norway,1989,73.8,69.2
Norway,1998,86.5,78.3
Norway,2005,88.4,82.2
Occupied Palestinian Territory,1996,45.2,30.7
Occupied Palestinian Territory,2000,51.4,36.7
Occupied Palestinian Territory,2004,50.6,37.3
Occupied Palestinian Territory,2007,50.2,38.9
Oman,1989,8.6,7.5
Oman,1995,23.7,18.2
Oman,2000,31.7,24.6
Pakistan,1969,5.5,..
Pakistan,1975,5.4,3.9
Pakistan,1980,3.3,..
Pakistan,1985,9.1,7.6
Pakistan,1990,11.8,9
Pakistan,1991,6.9,..
Pakistan,1993,21.9,17.9
Pakistan,1994,17.8,12.6
Pakistan,1995,13,..
Pakistan,1996,23.9,16.9
Pakistan,1997,15,..
Pakistan,1999,17,..
Pakistan,2001,27.6,20.2
Pakistan,2003,32.1,25.2
Pakistan,2005,26,18.4
Pakistan,2007,29.6,21.7
Pakistan,2008,27,19.3
Palau,2003,32.8,29.7
Panama,1976,53.9,45.9
Panama,1979,60.6,54.1
Panama,1985,58.2,54.2
Panama,2009,52.2,48.8
Papua New Guinea,1996,25.9,19.6
Papua New Guinea,2006,35.7,..
Paraguay,1977,28.6,23.3
Paraguay,1979,37.7,25.4
Paraguay,1987,44.8,29
Paraguay,1990,48.4,35.2
Paraguay,1996,55.9,41.3
Paraguay,1998,61.8,47.5
Paraguay,2004,72.8,60.5
Paraguay,2008,79.4,70.1
Peru,1970,26,10
Peru,1978,31.4,11.2
Peru,1981,41,17
Peru,1986,45.8,23
Peru,1992,59,32.8
Peru,1996,64.2,41.3
Peru,2000,68.9,49.8
Peru,2005,71.3,47.1
Peru,2008,72.4,48.5
Peru,2009,73.2,49.9
Peru,2010,74.4,50.4
Philippines,1978,36.2,16.2
Philippines,1993,40,24.9
Philippines,1995,50.7,25.5
Philippines,1996,48.1,30.2
Philippines,1997,47,30.9
Philippines,1998,46.5,28
Philippines,1999,49.3,31.8
Philippines,2000,47,31.6
Philippines,2001,49.5,33.1
Philippines,2002,48.8,35.1
Philippines,2003,48.9,33
Philippines,2004,49.3,34.7
Philippines,2005,49.3,35.6
Philippines,2005,50.6,35.6
Philippines,2008,50.7,33.6
Philippines,2011,48.9,36.3
Poland,1972,60,13.2
Poland,1977,75,26.3
Poland,1991,72.7,28
Portugal,1980,76.3,37.8
Portugal,1997,78.8,70.4
Portugal,2005,86.8,82.5
Puerto Rico,1968,60.1,50.8
Puerto Rico,1974,61,55
Puerto Rico,1976,64.6,57.6
Puerto Rico,1982,70.4,62.1
Puerto Rico,1996,77.7,67.6
Puerto Rico,2002,84.1,72.2
Qatar,1987,32.3,28.9
Qatar,1998,43.2,32.3
Republic of Korea,1965,16,14
Republic of Korea,1966,20,15
Republic of Korea,1971,24.5,20.3
Republic of Korea,1974,34.9,27
Republic of Korea,1976,44.2,32.9
Republic of Korea,1979,54.5,43.1
Republic of Korea,1982,57.7,47.4
Republic of Korea,1985,70.4,59.4
Republic of Korea,1988,77.1,70.1
Republic of Korea,1991,79.4,69.5
Republic of Korea,1994,77.4,66.8
Republic of Korea,1997,80.5,69.5
Republic of Korea,2000,79.3,68.3
Republic of Korea,2003,84.5,69.5
Republic of Korea,2005,80.2,..
Republic of Korea,2006,79.6,71.6
Republic of Korea,2009,80,70.1
Republic of Moldova,1997,73.7,49.9
Republic of Moldova,2000,62.4,42.8
Republic of Moldova,2005,67.8,42.6
R_union,1986,64.7,57
R_union,1990,72.9,67.2
R_union,1997,66.6,63.5
Romania,1978,58,5.3
Romania,1993,57.3,14.5
Romania,1999,63.8,29.5
Romania,2004,70.3,38.2
Russian Federation,1992,62.5,44.4
Russian Federation,1994,66.8,48.6
Russian Federation,1995,63.4,47.5
Russian Federation,1996,65.3,47.1
Russian Federation,2004,83.8,64.6
Russian Federation,2007,79.5,65
Rwanda,1983,11,0.9
Rwanda,1992,21.2,12.9
Rwanda,1996,13.7,7.1
Rwanda,2000,13.2,4.3
Rwanda,2005,17.4,8.9
Rwanda,2007,36.4,26.1
Rwanda,2011,51.6,44
Saint Kitts and Nevis,1984,40.6,37
Saint Lucia,1981,52.2,50.7
Saint Lucia,1988,47.3,45.9
Saint Vincent and the Grenadines,1981,55.5,51.6
Saint Vincent and the Grenadines,1988,58.3,55.9
Samoa,1998,24.5,23.2
Samoa,2009,28.7,26.6
Sao Tome and Principe,2000,29.3,27.4
Sao Tome and Principe,2006,30.7,28.2
Sao Tome and Principe,2009,38.4,33.1
Saudi Arabia,1996,31.8,28.5
Saudi Arabia,1999,20.8,..
Saudi Arabia,2007,23.8,..
Senegal,1978,3.9,0.6
Senegal,1986,11.3,2.4
Senegal,1993,7.4,4.8
Senegal,1997,12.9,8.1
Senegal,1999,10.5,8.2
Senegal,2005,11.8,10
Senegal,2011,13.1,11.9
Serbia,1970,51.7,3.7
Serbia,2000,58.7,31.8
Serbia,2005,41.2,18.6
Serbia,2010,60.8,21.5
Sierra Leone,1992,2.6,2.4
Sierra Leone,2000,4.3,3.9
Sierra Leone,2005,5.3,4.3
Sierra Leone,2008,8.2,6
Singapore,1973,60.1,52.8
Singapore,1977,71.3,62.8
Singapore,1982,74.2,58.8
Singapore,1987,67,53
Singapore,1992,65,52
Singapore,1997,62,55
Slovakia,1991,74,41
Slovakia,1997,79.8,65.6
Slovenia,1970,70.6,14.2
Slovenia,1995,78.9,63.2
Solomon Islands,2006,34.6,27.3
Somalia,1999,7.9,1
Somalia,2006,14.6,1.2
South Africa,1989,49.7,48.4
South Africa,1998,56.3,55.1
South Africa,2004,59.9,59.8
South Sudan,2006,3.5,1
Spain,1977,47.1,18.6
Spain,1985,59.4,38
Spain,1995,81.1,67.4
Spain,1999,71.7,66
Spain,2006,65.7,62.3
Sri Lanka,1975,34.4,20.2
Sri Lanka,1975,43.2,19.7
Sri Lanka,1977,48.6,26.9
Sri Lanka,1981,47.7,33.7
Sri Lanka,1982,57.8,31.9
Sri Lanka,1987,61.7,40.6
Sri Lanka,1993,66.1,43.7
Sri Lanka,2000,70,49.6
Sri Lanka,2006,68,52.7
Sudan,1979,4.6,3.9
Sudan,1990,8.7,5.6
Sudan,1993,9.9,6.9
Sudan,1999,7,5.4
Sudan,2006,9.5,7.8
Sudan,2010,9,..
Suriname,1992,48,46.6
Suriname,2000,42.1,40.6
Suriname,2006,45.6,45
Swaziland,1988,19.8,17.1
Swaziland,2000,27.7,26
Swaziland,2002,40.1,38.6
Swaziland,2007,50.6,46.8
Swaziland,2010,65.2,63
Sweden,1981,78,72
Sweden,1996,75.2,64.8
Switzerland,1980,71.2,64.9
Switzerland,1995,82,77.5
Syrian Arab Republic,1978,29.5,22.4
Syrian Arab Republic,1993,39.6,28.3
Syrian Arab Republic,2001,46.6,35.1
Syrian Arab Republic,2006,58.3,42.6
Tajikistan,2000,33.9,27.3
Tajikistan,2005,37.9,33.1
Tajikistan,2007,37.1,31.7
Thailand,1970,14.8,14.8
Thailand,1973,26.3,25.7
Thailand,1975,36.7,33.9
Thailand,1978,53.4,49.3
Thailand,1981,59,56.3
Thailand,1984,64.6,62
Thailand,1987,67.5,65.5
Thailand,1987,70.5,68.3
Thailand,1989,66.2,64.2
Thailand,1993,73.9,72.2
Thailand,1995,75.2,73.8
Thailand,1997,72.2,69.8
Thailand,2001,77.8,76.1
Thailand,2005,73.8,72.5
Thailand,2005,71.5,70.1
Thailand,2006,81.1,79.8
Thailand,2009,79.6,77.5
The former Yugoslav Republic of Macedonia,1970,43.2,3.1
Timor-Leste,1991,25.1,20.4
Timor-Leste,1994,22.6,20.7
Timor-Leste,1997,26.7,25.1
Timor-Leste,2001,8,6.6
Timor-Leste,2003,10,7
Timor-Leste,2007,19.8,15.8
Timor-Leste,2010,22.3,20.6
Togo,1988,33.9,3.1
Togo,1998,23.5,7
Togo,2000,25.7,9.3
Togo,2006,16.8,11.1
Togo,2010,15.2,13.2
Trinidad and Tobago,1971,43.6,36.5
Trinidad and Tobago,1977,60.2,53.4
Trinidad and Tobago,1987,52.7,44.4
Trinidad and Tobago,2000,38.2,33.2
Trinidad and Tobago,2006,42.5,37.7
Tunisia,1978,31.4,24.7
Tunisia,1983,41.1,34.2
Tunisia,1988,49.8,40.4
Tunisia,1995,60,51
Tunisia,2000,65.5,56.7
Tunisia,2001,62.6,53.1
Tunisia,2006,60.2,51.5
Turkey,1963,22.1,6.7
Turkey,1968,31.6,9.3
Turkey,1973,36.8,11.4
Turkey,1978,50.4,17.8
Turkey,1983,50.6,22.4
Turkey,1988,63.4,31.1
Turkey,1993,62.6,34.5
Turkey,1998,63.9,37.7
Turkey,2003,71,42.5
Turkey,2008,73,46
Turkmenistan,2000,61.8,45.2
Tuvalu,2007,30.5,22.4
Uganda,1989,4.9,2.5
Uganda,1995,14.8,7.8
Uganda,2001,22.8,14
Uganda,2005,19.7,16
Uganda,2006,23.7,17.9
Uganda,2011,30,25.8
Ukraine,1999,67.5,37.6
Ukraine,2000,71.6,..
Ukraine,2005,65.6,58.2
Ukraine,2007,66.7,47.5
United Arab Emirates,1995,27.5,23.6
United Kingdom,1986,81,78
United Kingdom,1989,69,66
United Kingdom,1991,70,70
United Kingdom,1993,82,82
United Kingdom,1995,82,80
United Kingdom,1997,74,74
United Kingdom,1998,83,81
United Kingdom,1999,82,82
United Kingdom,2000,76,76
United Kingdom,2001,80,80
United Kingdom,2002,80,80
United Kingdom,2003,84,81
United Kingdom,2004,84,84
United Kingdom,2005,82,79
United Kingdom,2006,82,82
United Kingdom,2007,84,84
United Kingdom,2008,82,82
United Kingdom,2009,84,84
United Republic of Tanzania,1992,10.4,6.6
United Republic of Tanzania,1994,20.4,13.1
United Republic of Tanzania,1996,18.4,13.3
United Republic of Tanzania,1999,25.4,16.9
United Republic of Tanzania,2004,28.2,23.4
United Republic of Tanzania,2005,26.4,19.5
United Republic of Tanzania,2010,34.4,26.1
United States of America,1955,58.8,37.3
United States of America,1965,66.5,49.1
United States of America,1970,67.6,56.8
United States of America,1973,69.6,63.5
United States of America,1975,79,73.2
United States of America,1976,67.7,60.5
